t,a,b,c,n
2024-11-14T07:00:00.000000,(2485.115696191275-1630.9628146598773j),(-19.703810946145982-1726.8241265713486j),(1144.3366927456048+476.5609009352841j),0j
2024-11-14T07:00:20.000000,(2478.804488460261+37.54291807719641j),(-23.783662501597753-49.400536541112366j),(1146.6002974370997+2150.5560291516517j),0j
2024-11-14T07:00:50.000000,(2485.5553766987105-1730.7240906822133j),(-18.62299096818716-1808.3570489397678j),(1161.977808033207+386.9220961999603j),0j
2024-11-14T07:01:10.000000,(2479.8365856394807-1748.2849895768002j),(-22.231784348788448-1835.8839979195898j),(1148.4815633451076+364.60063401490993j),0j
2024-11-14T07:01:20.000000,(2481.135579903906-877.5752304792655j),(-22.801670061878117-965.1010640988193j),(1148.3902445039669+1235.727494564934j),0j
2024-11-14T07:01:40.000000,(2481.5654299480316-1381.4532729884847j),(-22.782367292328633-1452.0684522382755j),(1161.7280699428484+739.1134182468403j),0j
2024-11-14T07:01:50.000000,(2486.298599171085-743.8285508445987j),(-17.810330615828004-820.9624820294271j),(1161.0398220821703+1373.68122940257j),0j
2024-11-14T07:02:10.000000,(2485.372628166641-1518.982003058861j),(-20.18318078442992-1606.303751960448j),(1149.5140159105154+594.8101173073737j),0j
2024-11-14T07:02:20.000000,(2481.403538981485-1262.744764617183j),(-23.87325977319954-1359.8361821774233j),(1138.9123482198343+844.4754465025813j),0j
2024-11-14T07:02:30.000000,(2486.5100449633983-1510.5707774240634j),(-19.787084729314454-1599.0904101691783j),(1149.3490468071327+602.7895208479812j),0j
2024-11-14T07:02:50.000000,(2482.5314450912083-463.42311604216025j),(-23.283311892072863-552.815913903827j),(1145.7474337116623+1648.7984863800575j),0j
2024-11-14T07:03:00.000000,(2485.8219545745837-1416.9708374863026j),(-19.98302720624364-1504.782517483417j),(1151.4584773006466+696.2041621913528j),0j
2024-11-14T07:03:20.000000,(2480.0387875591196-2137.90740317799j),(-23.211109232220718-2223.539632933314j),(1147.279786005026-23.124868237295967j),0j
2024-11-14T07:03:30.000000,(2481.2950182497225-2332.8337891671663j),(-22.50805214601813-2416.6380074678095j),(1149.3971508879051-218.67606106052895j),0j
2024-11-14T07:03:40.000000,(2484.74194965927-2062.9433972739816j),(-19.197448770986394-2158.3466881705476j),(1144.78124268569+46.77480944637625j),0j
2024-11-14T07:04:00.000000,(2480.878573536318-1885.84027961798j),(-23.29203785033978-1970.6879990421576j),(1149.6743858720793+229.96918918958053j),0j
2024-11-14T07:04:10.000000,(2483.5622657801982-1483.2061272121355j),(-20.975237293840202-1563.945600717696j),(1153.8953918944608+635.0891015985659j),0j
2024-11-14T07:04:20.000000,(2481.404573345504-2341.1091564254334j),(-23.91951317878559-2419.0604087733723j),(1152.9102886351757-221.40861458113372j),0j
2024-11-14T07:04:30.000000,(2482.5945428559844-2097.2079769558877j),(-22.292620324992324-2177.6364004292154j),(1154.029166101773+21.799812012644434j),0j
2024-11-14T07:04:50.000000,(2481.912675944506-2417.443472928231j),(-22.96480964107446-2501.0330576956826j),(1148.8228274147007-300.96333827913736j),0j
2024-11-14T07:05:00.000000,(2481.1116116631474-1344.165160386964j),(-23.582914518545987-1428.5788603368467j),(1150.5311343840424+771.392350152826j),0j
