t,a,b,c,n
2024-11-14T07:00:00.000000,(-213.4295357094182-715.8063138749092j),(-2650.1828914639545-713.7334532709383j),(-1434.356472617247+1403.5902494482943j),(-1432.6562999302066-8.649839232517957j)
2024-11-14T07:00:20.000000,(-318.749676179074-870.0566732495565j),(-2756.5203301286924-866.7401269014294j),(-1534.6048842685016+1250.7742563924317j),(-1536.6249635254226-162.00751458618475j)
2024-11-14T07:00:30.000000,(-244.07390928434572-593.6783105863934j),(-2683.7010501241502-587.0811067049095j),(-1459.6306496610862+1527.830009142978j),(-1462.4685363565275+115.69019728389152j)
2024-11-14T07:00:50.000000,(-262.27919126260224-859.4154355100405j),(-2698.255360194319-856.2258455565784j),(-1480.6671249407773+1259.4184661608538j),(-1480.400558799233-152.07427163525517j)
2024-11-14T07:01:00.000000,(-1138.8859855249418-790.6187575888695j),(-3578.169558571827-788.3031095874617j),(-2359.8675039590444+1329.206193015763j),(-2358.974349351938-83.23855805352287j)
2024-11-14T07:01:10.000000,(-597.3085639861035-1020.9679486991337j),(-3037.2555719860097-1018.7219332409312j),(-1815.1949340561173+1093.5377462985828j),(-1816.586356676077-315.3840452138276j)
2024-11-14T07:01:20.000000,(-675.0881315713456-612.5732039628161j),(-3118.386094548748-610.077264273918j),(-1893.1146722550848+1498.9192813680418j),(-1895.5296327917263+92.08960437710232j)
2024-11-14T07:01:40.000000,(-467.88596156290265-822.6875923796343j),(-2905.387839224939-804.8207488835158j),(-1670.673771197144+1298.1624068247816j),(-1681.315857328328-109.78197814612287j)
2024-11-14T07:01:50.000000,(-173.10322969290488-930.6721286852396j),(-2612.6448555297484-923.7184042164989j),(-1385.5790492779577+1184.7462156005138j),(-1390.44237816687-223.2147724337417j)
2024-11-14T07:02:20.000000,(83.01407779666295-876.1363439333579j),(-2355.733172869059-878.2949572714731j),(-1138.6521001735387+1237.7836730248234j),(-1137.1237317486448-172.21587606000267j)
2024-11-14T07:02:30.000000,(4.579118485033143-823.4000505111361j),(-2438.361721973433-823.4733864477129j),(-1215.6052890996632+1295.2622450268489j),(-1216.4626308626875-117.20373064400009j)
2024-11-14T07:02:50.000000,(-668.9084503399554-1027.9922646757238j),(-3107.393069645278-1024.095829273409j),(-1883.6811646645838+1095.5007344043383j),(-1886.6608948832725-318.8624531815984j)
2024-11-14T07:03:00.000000,(-621.0908556485864-1014.8742789554306j),(-3062.9956144758585-1011.0428056573196j),(-1838.1572413752367+1104.4638835362707j),(-1840.7479038332272-307.1510670254933j)
2024-11-14T07:03:10.000000,(-558.1163330548737-860.7143338078973j),(-2998.0615096303122-856.7694541130031j),(-1773.0054052095159+1263.6612377961856j),(-1776.3944159649002-151.27418337490508j)
2024-11-14T07:03:20.000000,(-174.16996006154847-597.1111229643639j),(-2610.949739925133-584.9851143630672j),(-1384.985112052803+1527.3903070646402j),(-1390.0349373464949+115.09802324573626j)
2024-11-14T07:03:30.000000,(-1071.4289138230965-673.913997135936j),(-3514.648188527277-665.4443388578682j),(-2285.552875396753+1440.2205107966145j),(-2290.5433259157085+33.62072493426984j)
2024-11-14T07:03:40.000000,(41.20383538073152-797.8995521113844j),(-2400.7547849020384-791.400416616723j),(-1175.0366595303738+1316.8288135579887j),(-1178.1958696838938-90.82371839003974j)
2024-11-14T07:03:50.000000,(-57.70779484336499-802.9346437128393j),(-2502.6606458084584-795.4503672465307j),(-1274.4565274561485+1313.1473020083245j),(-1278.2749893693237-95.07923631701526j)
2024-11-14T07:04:00.000000,(-876.0102033100699-777.6537550338078j),(-3316.1745782463154-768.0677901513155j),(-2088.8171282479425+1342.0811530238984j),(-2093.667303268109-67.88013072040835j)
2024-11-14T07:04:10.000000,(-258.6697636898761-689.6478838290385j),(-2696.957169127753-677.9608186494722j),(-1468.9270863750805+1433.8086079114537j),(-1474.851339730903+22.066635144314215j)
2024-11-14T07:04:20.000000,(-125.62010530404585-614.4149190906207j),(-2568.467272248048-598.9764534473658j),(-1335.7086769723203+1505.8192702964204j),(-1343.265351508138+97.47596591947796j)
2024-11-14T07:04:30.000000,(-954.6627748068313-676.7464007268666j),(-3397.88883471575-669.7730359413828j),(-2170.9486918030466+1445.4399124131428j),(-2174.5001004418764+32.973491914964285j)
2024-11-14T07:05:00.000000,(-358.1659804312705-525.7317559731722j),(-2796.014656080632-524.9199433094822j),(-1581.2753539527498+1599.7981336837122j),(-1578.4853301548842+183.04881146701922j)
