t,a,b,c,n
2024-11-14T07:00:00.000000,(-209.72500249258664-716.8613367145491j),(-2653.0004578123003-716.4473583816263j),(-1435.243439485734+1407.3591773986216j),(-1432.6562999302068-8.649839232517898j)
2024-11-14T07:00:20.000000,(-315.09018394000833-871.1325844874727j),(-2759.2994361020096-869.4241006758648j),(-1535.4852705342507+1254.534141404784j),(-1536.6249635254223-162.00751458618467j)
2024-11-14T07:00:30.000000,(-240.3653350834549-594.7569058785094j),(-2686.5580417526476-589.7453785469187j),(-1460.4822322334805+1531.5728762771034j),(-1462.4685363565275+115.6901972838917j)
2024-11-14T07:00:50.000000,(-258.5372821528627-860.5033239406301j),(-2701.139216188674-858.9325514974851j),(-1481.5251780561637+1263.21306053235j),(-1480.400558799233-152.07427163525526j)
2024-11-14T07:01:00.000000,(-1135.1596089074505-791.720049214106j),(-3581.0362905832526-790.9571332810143j),(-2360.7271485651117+1332.9615083345518j),(-2358.9743493519377-83.23855805352282j)
2024-11-14T07:01:10.000000,(-593.5857466965841-1022.0577007114666j),(-3040.1434107627833-1021.3816090570353j),(-1816.0299125688648+1097.2871741270199j),(-1816.5863566760772-315.3840452138275j)
2024-11-14T07:01:20.000000,(-671.3455830730464-613.6730240675612j),(-3121.2774495699227-612.7450247227996j),(-1893.9658657322102+1502.6868619216682j),(-1895.5296327917263+92.0896043771024j)
2024-11-14T07:01:40.000000,(-464.2113900306717-823.7752278617552j),(-2908.236968688096-807.4707235206541j),(-1671.4992132662187+1301.9000169440408j),(-1681.315857328328-109.78197814612292j)
2024-11-14T07:01:50.000000,(-169.39472343693598-931.7479649030873j),(-2615.497476443087-926.410181573857j),(-1386.4349346205881+1188.5138291757196j),(-1390.44237816687-223.21477243374167j)
2024-11-14T07:02:20.000000,(86.68422201522017-877.1929306773657j),(-2358.49491567137-881.0089433753232j),(-1139.5605015897859+1241.5542458726816j),(-1137.1237317486448-172.21587606000253j)
2024-11-14T07:02:30.000000,(8.243924801546168-824.4679545339235j),(-2441.157593267515-826.1528969375046j),(-1216.4742241220952+1299.0096595394284j),(-1216.4626308626875-117.20373064399996j)
2024-11-14T07:02:50.000000,(-665.246021749834-1029.088040464372j),(-3110.181198276975-1026.75429398629j),(-1884.5554646230098+1099.2549749058674j),(-1886.6608948832725-318.8624531815983j)
2024-11-14T07:03:00.000000,(-617.4163917722956-1015.9600032356091j),(-3065.811527636398-1013.6926640335306j),(-1839.0157920909899+1108.1994661926597j),(-1840.7479038332274-307.15106702549343j)
2024-11-14T07:03:10.000000,(-554.459212693004-861.7845592111737j),(-3000.8565970278983-859.3920711631507j),(-1773.8674381738003+1267.3540802496095j),(-1776.3944159649004-151.27418337490505j)
2024-11-14T07:03:20.000000,(-170.4721933949957-598.204041228588j),(-2613.7891279495925-587.5924586133638j),(-1385.8434906948967+1531.0905695791612j),(-1390.0349373464949+115.09802324573636j)
2024-11-14T07:03:30.000000,(-1067.7410584478948-675.011310999448j),(-3517.476995278199-668.0548493254099j),(-2286.411924021034+1443.9283351276688j),(-2290.5433259157085+33.62072493427015j)
2024-11-14T07:03:40.000000,(44.901578161981924-799.0018353653909j),(-2403.594719339888-794.0281951268299j),(-1175.8944678737762+1320.5588753221023j),(-1178.1958696838938-90.8237183900397j)
2024-11-14T07:03:50.000000,(-54.000173037972836-804.0170096278512j),(-2505.5031324455213-798.1032807928123j),(-1275.3216626244782+1316.8825814696183j),(-1278.2749893693237-95.07923631701512j)
2024-11-14T07:04:00.000000,(-872.2989586030977-778.7516460281325j),(-3319.0307483709153-770.719490017412j),(-2089.6722028303166+1345.83074388432j),(-2093.667303268109-67.8801307204081j)
2024-11-14T07:04:10.000000,(-254.99128754035135-690.7619443450833j),(-2699.7703585915-680.6325121658483j),(-1469.792373060859+1437.5943619438744j),(-1474.851339730903+22.06663514431418j)
2024-11-14T07:04:20.000000,(-121.88447974180264-615.5407224990472j),(-2571.3367619634923-601.6357125313041j),(-1336.5748128191208+1509.6043327887853j),(-1343.265351508138+97.47596591947789j)
2024-11-14T07:04:30.000000,(-951.051370452707-677.8351967091921j),(-3400.676857622495-672.3588179102593j),(-2171.772073250427+1449.1144903643453j),(-2174.5001004418764+32.973491914964484j)
2024-11-14T07:05:00.000000,(-354.5180751963441-526.7954874700949j),(-2798.8235948217757-527.5135812557899j),(-1582.1143204465334+1603.4555031269426j),(-1578.4853301548842+183.04881146701925j)
