t,a,b,c
2024-11-14T07:00:00.000000,(-3.445881733462744+226.126855548854j),(198.3624119474411-109.41025943295335j),(-194.85699952637748-116.26889703114549j)
2024-11-14T07:00:20.000000,(1.955712402951838+218.16377724060476j),(188.59291379122442-110.4299795846352j),(-190.70127068948173-107.46048835474743j)
2024-11-14T07:00:30.000000,(-0.48457789109259514+226.3441167350378j),(197.09577994947688-112.11498630791723j),(-196.63800298242498-113.81662589626494j)
2024-11-14T07:00:50.000000,(-2.4768353054451784+227.29254263895675j),(198.90471884129929-110.84117825845351j),(-196.35828922808204-115.67974406730347j)
2024-11-14T07:01:00.000000,(0.31321390453487175+229.01428146781757j),(198.94386230983935-114.57884143159592j),(-199.4808202709328-114.04067760959136j)
2024-11-14T07:01:10.000000,(0.18968974707781477+225.99323198594502j),(196.3998486078058-112.6177284810623j),(-196.5798531107008-112.98304956548066j)
2024-11-14T07:01:20.000000,(-0.5119823366509978+228.06625438245143j),(198.5276550073285-113.12035834775979j),(-198.06051578787887-114.49244160349069j)
2024-11-14T07:01:40.000000,(0.5507213266242171+218.70114469328635j),(189.9526200328285-109.23726157163034j),(-190.46448368817528-109.07346919299582j)
2024-11-14T07:01:50.000000,(-1.8937627085959496+227.22854437785605j),(198.57957182694682-111.44250313459611j),(-196.76123172979018-115.17262162959983j)
2024-11-14T07:02:10.000000,(0.02748180130748907+227.40862751615498j),(197.57524147245104-113.33086918158061j),(-197.91629267356726-113.36700858136685j)
2024-11-14T07:02:20.000000,(-2.1842344953447275+229.08659654757744j),(200.30286766077842-111.93129295543177j),(-198.129986085099-116.55836048522183j)
2024-11-14T07:02:30.000000,(-2.5240389326267447+228.71223560140763j),(200.0617665056685-111.98150472752218j),(-197.7279530099276-116.41543295230743j)
2024-11-14T07:02:50.000000,(-0.22983513336769507+226.7238911491831j),(197.2292052510045-112.59119654872626j),(-197.12331303370863-113.41488166966624j)
2024-11-14T07:03:00.000000,(-0.3081955864022565+227.82085634307285j),(198.291777831261-113.03451165515897j),(-197.9403319601045-114.3311908487108j)
2024-11-14T07:03:10.000000,(-1.0640622907644834+227.09534381757274j),(197.8176125087968-112.38403460485017j),(-197.0077981926439-114.32080809893725j)
2024-11-14T07:03:20.000000,(0.9021702189615896+218.4074870771026j),(189.2515595970249-109.61486451951149j),(-190.3931909656004-108.32566594522208j)
2024-11-14T07:03:30.000000,(-1.83349630187026+225.84867035427683j),(197.2887630458246-110.85965586090927j),(-195.58707404225734-114.30665215512477j)
2024-11-14T07:03:40.000000,(-2.16004200268181+228.5397405032558j),(199.8266859246602-112.04743550755511j),(-197.79618617581596-115.83994934289781j)
2024-11-14T07:03:50.000000,(0.15267154808423256+226.72724988011828j),(196.9254616014627-113.1943400353752j),(-197.42971761042904-112.95452366366582j)
2024-11-14T07:04:00.000000,(1.5702143603283818+219.00323115076262j),(189.3959073125405-110.56716763064506j),(-191.1770804674724-108.04731588772634j)
2024-11-14T07:04:10.000000,(-0.6656482483250007+216.3854312916674j),(188.33827052316545-107.3440402940022j),(-188.0323724379058-108.54170696312949j)
2024-11-14T07:04:20.000000,(-2.439641517507057+218.69042032117798j),(191.19335373981195-106.98652932302184j),(-189.00874949801914-111.42261194067522j)
2024-11-14T07:04:30.000000,(0.16054829951023325+226.90384476971872j),(197.04139729025655-113.34734690055215j),(-197.51881695684-113.22673537610913j)
2024-11-14T07:04:50.000000,(1.6650201275537335+229.0578822334704j),(198.07399700416443-115.71616843963004j),(-200.01433545569995-113.07439350406976j)
2024-11-14T07:05:00.000000,(0.03565449160981213+229.1026676516439j),(199.23132611296197-114.0056311282255j),(-199.16974995537174-114.66797170515908j)
