t,a,b,c
2024-11-14T07:00:00.000000,(60.86817891472633-62.97854456472765j),(-77.72821352362048+1.637785213652226j),(32.47329222951579+78.41775973515938j)
2024-11-14T07:00:20.000000,(60.866742146837154-62.97432693210094j),(-77.72418777312518-29.589860104810334j),(32.47070140765055+78.41467405952835j)
2024-11-14T07:00:30.000000,(45.25297675405076-62.97029624746431j),(-93.33561125495308-29.59197257165699j),(32.46937714957735+78.90066920271919j)
2024-11-14T07:00:50.000000,(45.25364031792011-62.973878469317064j),(-77.72478559246206+1.635341743318917j),(1.2446320378025413+78.4155360015117j)
2024-11-14T07:01:00.000000,(45.252265300607284-62.96845451757479j),(-77.72044462688402+1.6346176468037126j),(32.468179133682675+77.92292085802035j)
2024-11-14T07:01:10.000000,(45.25248362619634-62.97093416945212j),(-77.72289665932186-29.59143936362989j),(32.470413100757376+77.92494657920433j)
2024-11-14T07:01:20.000000,(60.865553989210035-62.97194849254727j),(-77.72207126948904+1.6353760933649177j),(32.46977474135644+78.4135723577453j)
2024-11-14T07:01:40.000000,(60.86588398373821-94.19484678038647j),(-93.33373613367179+1.6341873198988586j),(32.46785051379926+77.92323112514771j)
2024-11-14T07:01:50.000000,(60.86615664490163-62.97154147489383j),(-93.33644233037575-29.59173777842066j),(32.47028551798812+78.41376345174842j)
2024-11-14T07:02:10.000000,(45.253114915080666-62.97359174979689j),(-77.72520121664526-29.590329476772872j),(32.472086316678+77.92649317986249j)
2024-11-14T07:02:20.000000,(60.870233230818414-62.98264109464004j),(-93.34637559037867-29.58921428748264j),(32.47614083692999+79.1542139930653j)
2024-11-14T07:02:30.000000,(60.86537135653085-62.97361206047897j),(-77.72370489853427-29.58976305136174j),(32.47159101797663+78.413862080735j)
2024-11-14T07:02:50.000000,(60.86463788541777-62.96946614603024j),(-77.72026159557673+1.635674161998486j),(32.468879532369954+78.41079249606003j)
2024-11-14T07:03:00.000000,(45.25194915742558-62.97207748957315j),(-93.33636734835204+1.6364821530611662j),(32.47116253192263+79.38842502035365j)
2024-11-14T07:03:10.000000,(45.25139147222242-62.96951870519329j),(-77.72047697832782-29.59106204869913j),(32.4690853982337+78.898980023919j)
2024-11-14T07:03:20.000000,(45.24995326514521-62.96620653692457j),(-77.7158754744554-29.592237988441745j),(32.465922118935445+78.40893006287122j)
2024-11-14T07:03:30.000000,(60.86710297748107-62.97406750168934j),(-93.33797906435389+1.6354476278356305j),(32.47087458177333+78.41562087537723j)
2024-11-14T07:03:40.000000,(60.86616485453476-62.973546063565415j),(-77.72383893829081+1.6354466805879009j),(32.47093137985948+77.92718341738863j)
2024-11-14T07:03:50.000000,(60.865832841295905-62.97283030414535j),(-77.72299294907766-29.59000040283168j),(32.47041608427436+78.90123240317934j)
2024-11-14T07:04:00.000000,(45.25149540648413-62.971163790477746j),(-93.3343269920607+1.635858655549532j),(32.46957406702527+77.92438958128658j)
2024-11-14T07:04:10.000000,(60.864813143708446-62.97048343567535j),(-93.33455544540863-29.590505988673925j),(32.46974401357465+77.92356253881488j)
2024-11-14T07:04:20.000000,(60.86253430401663-62.96561498809727j),(-93.32834326857292+1.6347147798701107j),(32.46581069790921+78.40790024664857j)
2024-11-14T07:04:30.000000,(60.863639893501066-62.97172480553913j),(-93.3331701122762+1.6370004245880356j),(32.46953033887715+77.9238111795159j)
2024-11-14T07:04:50.000000,(60.8609292964489-62.960910439198166j),(-93.32388833656555-29.591617507542033j),(1.2364459609477352+77.91510055991243j)
2024-11-14T07:05:00.000000,(45.25362656022905-62.97868122568555j),(-77.72951701137971+1.6375072021939792j),(32.47589030980629+77.93025826751357j)
2024-11-14T07:05:10.000000,(60.867916851451035-62.973750804167615j),(-77.726331953941+1.6347403242092173j),(32.4716726775498+77.92809670491009j)
2024-11-14T07:05:20.000000,(45.24918373770564-62.96714373932883j),(-77.71620023627774+1.6355304472737293j),(32.46701661509981+77.92069987179131j)
2024-11-14T07:05:30.000000,(45.24895599388763-94.19509573231011j),(-77.71606853204553-29.589305494091597j),(32.46711248981388+78.40837379469104j)
2024-11-14T07:05:40.000000,(60.86522165752685-62.97665495218825j),(-77.72493491636803-29.5878069773537j),(32.47296909789417+77.43911994328401j)
2024-11-14T07:05:50.000000,(45.249073151789624-62.96867392975537j),(-77.71771266588827-29.58916359371088j),(32.46863949768431+77.43249487733361j)
2024-11-14T07:06:10.000000,(60.86388778305753-62.97273604033692j),(-77.72219326697109+1.6377531454002208j),(32.4715612892794+77.92406840591974j)
2024-11-14T07:06:20.000000,(60.86564715532635-62.97304580921008j),(-77.72326484115867+1.6365542105834683j),(32.4708751441297+78.90140500515938j)
2024-11-14T07:06:30.000000,(45.25225780233288-62.973088303339956j),(-93.33752500565528+1.6363881719436726j),(32.47201135874004+78.90161348207636j)
2024-11-14T07:06:50.000000,(60.8617316600811-62.967342550424405j),(-93.32821385012065-29.590326225013126j),(32.466483699309606+79.3839828325063j)
2024-11-14T07:07:00.000000,(60.86321945893703-62.97150071982331j),(-77.7196373327827+1.6371108611631204j),(32.469673520564605+78.89930205159833j)
2024-11-14T07:07:10.000000,(45.25270445829733-62.97447577573271j),(-77.72517356617944+1.6374053655644334j),(1.2459560686644882+78.90198573063898j)
2024-11-14T07:07:30.000000,(60.86329053561261-62.973111854222005j),(-77.7216189416098-29.587375645268466j),(32.47158566704458+78.41097308305156j)
2024-11-14T07:07:40.000000,(45.2501185693587-62.97288786786518j),(-77.72142931402766-29.588375845232445j),(1.2447976306653186+78.89966547904973j)
2024-11-14T07:07:50.000000,(60.86545369694178-62.9781581837647j),(-93.34110461422688+1.6388765057656172j),(32.475650779723495+78.41628021423871j)
