t,a,b,c,n
2024-11-14T07:00:00.000000,(1100.283450387604-643.2474191509274j),(-1275.0653954075076-605.9645174020256j),(-66.39417425901068+1479.8488108466568j),(-80.39203975963788+76.87895809790102j)
2024-11-14T07:00:20.000000,(498.42919817289015-1219.6003995036192j),(-1875.2069768416775-1173.545681072548j),(-662.6214951116027+908.35548240895j),(-679.7997579267965-494.9301993890726j)
2024-11-14T07:00:30.000000,(4.0609934773368215-1718.322642810658j),(-2367.372585434144-1672.3608465242667j),(-1153.852748133044+411.1604567178144j),(-1172.3881133632838-993.1743442057035j)
2024-11-14T07:00:50.000000,(621.1081801718093-1297.718825038912j),(-1750.7309947541337-1255.758230600824j),(-541.3694402408541+829.6409128154862j),(-556.9974182743927-574.6120476080833j)
2024-11-14T07:01:00.000000,(797.6482566308727+1438.8748748951703j),(-1575.425039839833+1488.9213407022742j),(-357.561705798871+3569.9736294900076j),(-378.44616300261026+2165.9232816958174j)
2024-11-14T07:01:10.000000,(572.0265289620096-858.4080719937168j),(-1801.2904114289036-812.4119600746503j),(-587.101081708348+1271.1907970470493j),(-605.4549880584138-133.20974500710608j)
2024-11-14T07:01:20.000000,(787.5104341954428-1152.0787210048334j),(-1586.9744768121873-1105.968922968412j),(-373.1572593805241+977.3232414138113j),(-390.87376733242274-426.90813418647804j)
2024-11-14T07:01:40.000000,(470.4432906775052-802.1496500448953j),(-1902.8960481352035-745.5138163678587j),(-685.3970540810111+1332.2855194916167j),(-705.9499371795697-71.79264897371257j)
2024-11-14T07:01:50.000000,(-145.13182819937953-1492.3408823967507j),(-2517.659952701554-1454.5698693514482j),(-1305.0853012395223+632.7114835487841j),(-1322.6256940468186-771.3997560664716j)
2024-11-14T07:02:20.000000,(610.2525964096288-946.4247915622935j),(-1766.413286611762-902.7119690990232j),(-564.820608769766+1179.5343383565346j),(-573.6604329906329-223.20080743492755j)
2024-11-14T07:02:30.000000,(654.2114670674338-661.4345684938322j),(-1723.2226031679336-615.1727356501791j),(-509.75055364947804+1469.0351526459674j),(-526.2538965833257+64.14261616731858j)
2024-11-14T07:02:50.000000,(-11572.075167911142-1037.1797614324776j),(-13947.035153697589-993.5236909001239j),(-12728.601601713299+1091.3262784208578j),(-12749.237307774007-313.12572463724774j)
2024-11-14T07:03:00.000000,(944.6452495833234-1117.0576008865262j),(-1430.4151101902173-1070.5907789255823j),(-215.5961258908832+1013.6642084564535j),(-233.78866216592553-391.32805711855184j)
2024-11-14T07:03:10.000000,(944.3608011700206-1304.4343595045932j),(-1430.969205731679-1255.0288037858365j),(-213.2801126089607+827.313566768671j),(-233.29617239020612-577.3831988405866j)
2024-11-14T07:03:20.000000,(783.6430821013256-680.0464526929644j),(-1589.8492778640566-631.929251773472j),(-368.6515032798948+1450.0560210388285j),(-391.6192330142083+46.02677219079719j)
2024-11-14T07:03:30.000000,(792.8848862468097-801.2999395073003j),(-1580.4153898411082-750.6020552003489j),(-369.81527081148766+1329.1984044225312j),(-385.7819248019284-74.23453009503953j)
2024-11-14T07:03:40.000000,(916.102816419574-1360.0314867789232j),(-1458.1041488350015-1312.911876913949j),(-247.47415480225737+770.0116978760079j),(-263.15849573922804-634.3105552722883j)
2024-11-14T07:03:50.000000,(337.2610658254535-569.6667853156008j),(-2036.9124656944105-523.4794249010971j),(-823.1984436759013+1559.8796705989475j),(-840.9499478482859+155.57782012741643j)
2024-11-14T07:04:00.000000,(-541.3607777532974-795.1233771393048j),(-2917.555956143742-746.1736529507077j),(-1701.0786164176316+1336.0826547528725j),(-1719.99845010489-68.40479177904687j)
2024-11-14T07:04:10.000000,(400.4602897146736-941.5832082202437j),(-1974.4823582770973-895.9842729789165j),(-757.9461699422184+1188.6455267340395j),(-777.3227461682139-216.30731815504026j)
2024-11-14T07:04:20.000000,(798.3357664061775-341.40553676489714j),(-1577.0635715024002-292.6739749326453j),(-354.5123682543052+1790.18404963154j),(-377.74672445017575+385.36817931133237j)
2024-11-14T07:04:30.000000,(791.1152171239485-1195.5401306846616j),(-1584.184325359868-1147.743188286249j),(-367.63711349405423+935.6955948489406j),(-386.90207390999103-469.19590804065666j)
2024-11-14T07:05:00.000000,(971.100490200314-1851.4729547299821j),(-1403.9903892631764-1806.246673395957j),(-199.26541478080878+279.30329311370815j),(-210.71843794789035-1126.1387783374105j)
