t,a,b,c,n
2024-11-14T07:00:00.000000,(1100.1776633831018-643.2904091318005j),(-1275.051609218168-605.9140417085521j),(-66.30217344384822+1479.8413251340562j),(-80.39203975963787+76.87895809790103j)
2024-11-14T07:00:20.000000,(498.32334898849945-1219.6434064165255j),(-1875.1927853524635-1173.4948784274548j),(-662.5298374164263+908.3476866767631j),(-679.7997579267965-494.9301993890726j)
2024-11-14T07:00:30.000000,(3.9548471297361747-1718.365311559972j),(-2367.35814173503-1672.3103279739573j),(-1153.7610454845576+411.1526069168186j),(-1172.3881133632838-993.1743442057035j)
2024-11-14T07:00:50.000000,(621.0024121253177-1297.7612593626366j),(-1750.7167950056933-1255.7077871338226j),(-541.2778719428032+829.6329036722095j),(-556.9974182743927-574.6120476080833j)
2024-11-14T07:01:00.000000,(797.5416070097149+1438.8324690473132j),(-1575.4101022696345+1488.9715017684287j),(-357.46999374791176+3569.9658742717115j),(-378.44616300261026+2165.9232816958174j)
2024-11-14T07:01:10.000000,(571.9209075301023-858.4510529149229j),(-1801.2759462604722-812.3612128553821j),(-587.0099254448724+1271.183030748987j),(-605.4549880584138-133.20974500710608j)
2024-11-14T07:01:20.000000,(787.4046733002314-1152.1214224027296j),(-1586.9603332531244-1105.918514984847j),(-373.06564204437564+977.3155348281422j),(-390.87376733242274-426.90813418647804j)
2024-11-14T07:01:40.000000,(470.3378022702181-802.1915913204825j),(-1902.8819452655928-745.4638583818934j),(-685.3056685433352+1332.2775027812386j),(-705.9499371795697-71.79264897371259j)
2024-11-14T07:01:50.000000,(-145.23811177957268-1492.3832599817122j),(-2517.6452125639353-1454.5198244761307j),(-1304.9937577969486+632.7038162584282j),(-1322.6256940468186-771.3997560664716j)
2024-11-14T07:02:20.000000,(610.1509644841097-946.4707932204219j),(-1766.4041989550565-902.6562877965334j),(-564.7280645009528+1179.5246587121733j),(-573.6604329906329-223.20080743492755j)
2024-11-14T07:02:30.000000,(654.106539989402-661.4766279902819j),(-1723.208605760397-615.1223302770907j),(-509.65962397898295+1469.0268067693287j),(-526.2538965833257+64.14261616731858j)
2024-11-14T07:02:50.000000,(-11572.181155130205-1037.2226713852044j),(-13947.020732079034-993.4729479705545j),(-12728.51003611279+1091.3184454440157j),(-12749.237307774007-313.12572463724763j)
2024-11-14T07:03:00.000000,(944.5395181066143-1117.0997680881708j),(-1430.4013129694054-1070.5404160586795j),(-215.5041916349859+1013.6560127911953j),(-233.78866216592553-391.32805711855184j)
2024-11-14T07:03:10.000000,(944.2548749390243-1304.4768672781156j),(-1430.9549857144457-1254.9781178242145j),(-213.18840639519772+827.3053885805706j),(-233.29617239020612-577.3831988405866j)
2024-11-14T07:03:20.000000,(783.5383239524025-680.0886880450447j),(-1589.835310678136-631.8790196831644j),(-368.56071231689214+1450.0480243006018j),(-391.61923301420836+46.026772190797196j)
2024-11-14T07:03:30.000000,(792.7791810921025-801.3418896150474j),(-1580.401278803457-750.5520554568382j),(-369.7236766944321+1329.1903547867678j),(-385.7819248019284-74.23453009503956j)
2024-11-14T07:03:40.000000,(915.9965982662679-1360.0736636074034j),(-1458.0895706777862-1312.8616877472484j),(-247.3825148061668+770.0036855377875j),(-263.15849573922804-634.3105552722883j)
2024-11-14T07:03:50.000000,(337.1550924209536-569.7097215428041j),(-2036.8981216004483-523.4288993367309j),(-823.1068143653638+1559.8720812617844j),(-840.9499478482859+155.57782012741643j)
2024-11-14T07:04:00.000000,(-541.4670233154375-795.16555637971j),(-2917.541109586938-746.1233940338565j),(-1700.9872174122968+1336.0745750764265j),(-1719.99845010489-68.40479177904687j)
2024-11-14T07:04:10.000000,(400.35434943959916-941.6259392148648j),(-1974.467642524195-895.9335313333343j),(-757.8549454200464+1188.6375160830785j),(-777.3227461682139-216.30731815504026j)
2024-11-14T07:04:20.000000,(798.2250508740113-341.4485088476048j),(-1577.046771099209-292.6232311886928j),(-354.4184531253307+1790.1762779702951j),(-377.74672445017575+385.36817931133237j)
2024-11-14T07:04:30.000000,(791.0096878412187-1195.5821605500792j),(-1584.1701955002166-1147.6930855924452j),(-367.54571407097575+935.6875220205543j),(-386.90207390999103-469.19590804065666j)
2024-11-14T07:05:00.000000,(970.9945163648383-1851.5156564964589j),(-1403.975935041363-1806.1962223987855j),(-199.1738951671469+279.2955438830132j),(-210.71843794789035-1126.1387783374105j)
