t,a,b,c
2024-11-14T07:00:00.000000,(-7.924277361849575+34.844179028549085j),(36.03948840952931-10.546934462753525j),(-24.992564101840028-26.639236401405633j)
2024-11-14T07:00:20.000000,(-7.931457197679478+34.86526752626506j),(32.93697026823576-10.552594871472373j),(-31.25081603439211-25.97158453911455j)
2024-11-14T07:00:30.000000,(-4.8113484349812685+34.885421748820654j),(32.9461368429079-10.563156284216188j),(-25.012133659665405-25.688431318414636j)
2024-11-14T07:00:50.000000,(-7.930683091309648+34.867511086312795j),(36.0566322508302-10.559150724828223j),(-25.003294283537596-26.064856386131854j)
2024-11-14T07:01:00.000000,(-4.814907675749253+34.89463215166029j),(36.07833576301215-10.562770300553773j),(-31.263428805231918-25.502863331680782j)
2024-11-14T07:01:10.000000,(-4.813817863651918+34.88223095713435j),(32.94342281884603-10.560491030803375j),(-25.0069579072724-25.492736517811252j)
2024-11-14T07:01:20.000000,(-7.9374000979904435+34.87716205015348j),(32.94754989827419-10.558978457543864j),(-25.010149742627306-25.294011629032184j)
2024-11-14T07:01:40.000000,(-7.9357459967839254+34.895241165780966j),(32.95551334435097-10.564918015752536j),(-25.019766447116474-25.013394492956827j)
2024-11-14T07:01:50.000000,(-7.934385047803958+34.87919889600237j),(32.94197887273606-10.56197907268232j),(-31.25289705520278-25.488220067413756j)
2024-11-14T07:02:10.000000,(-7.9333112581958645+41.11424802171323j),(32.93190151574988-10.554940202548469j),(-31.243893164921264-25.875333585012505j)
2024-11-14T07:02:20.000000,(-4.791348747943845+34.82369664537723j),(36.01496642752308-10.549365297811908j),(-31.22361788027488-25.88445050968962j)
2024-11-14T07:02:30.000000,(-7.9383138609296084+34.86884025038246j),(32.93938180149736-10.55211099710074j),(-25.001068794048276-25.68289770463241j)
2024-11-14T07:02:50.000000,(-7.9419771299265385+34.889570682709596j),(36.079253046739396-10.557488156504157j),(-31.259923326334697-26.57648969201704j)
2024-11-14T07:03:00.000000,(-7.939143040962908+34.87651192523145j),(36.065001735811215-10.55345207151154j),(-31.248514753798105-26.37230674022038j)
2024-11-14T07:03:10.000000,(-7.941925504832277+34.88931192171745j),(32.955525188172174-10.558601719797325j),(-25.013592167537933-26.087207131254118j)
2024-11-14T07:03:20.000000,(-4.826468077744427+41.151176784468035j),(36.10118200442693-10.564478764914277j),(-25.029410967366704-26.39063218912389j)
2024-11-14T07:03:30.000000,(-7.929651541582559+34.866563783264674j),(32.934297302252624-4.313319523480471j),(-31.24994856862954-26.162017719098802j)
2024-11-14T07:03:40.000000,(-7.934346847093586+34.86917630665273j),(36.06136147982765-10.558621154536922j),(-25.004367190666255-26.26221056671656j)
