t,a,b,c,n
2024-11-14T07:00:00.000000,(141.33806033762735-241.00095409153315j),(-277.9509450679698-3.1619441097710586j),(135.98180914221177+241.48834568309854j),(-0.21035852937692037-0.8915175060685488j)
2024-11-14T07:00:20.000000,(141.1257309223278-241.18820100744375j),(-277.7412637257121-3.0425216799731856j),(137.11598369146145+241.54495824221442j),(0.16681696269236498-0.8952548150674998j)
2024-11-14T07:00:30.000000,(140.83299140134062-241.273364547964j),(-278.2454210373517-2.654238214929352j),(137.15251877303572+241.3799391669323j),(-0.08663695432511424-0.849221198653685j)
2024-11-14T07:00:50.000000,(141.01421192354687-240.73074274962804j),(-277.89503817827375-3.0311979300505363j),(136.13722119155386+241.62152044779998j),(-0.24786835439101662-0.7134734106261896j)
2024-11-14T07:01:00.000000,(141.34121503180913-240.7737478975064j),(-278.26409697022325-3.0683123564114445j),(136.23723466255208+241.85071303184685j),(-0.22854909195401782-0.6637824073570053j)
2024-11-14T07:01:10.000000,(141.25661057416806-239.7170334395014j),(-278.0197641852939-2.608236680932159j),(136.9404654506962+241.73179974407026j),(0.059103946523445035-0.1978234587877593j)
2024-11-14T07:01:20.000000,(141.19448023578153-238.9074375789397j),(-278.5250437854289-2.1528424759669593j),(137.18744815600914+241.74638293696202j),(-0.04770513121277986+0.22870096068510898j)
2024-11-14T07:01:40.000000,(139.42668477453384-240.89857877509738j),(-277.9240624895027-1.0671306247779049j),(138.29832295970434+240.19860119458517j),(-0.06635158508817439-0.589036068430036j)
2024-11-14T07:01:50.000000,(140.49947678246082-240.0972495511851j),(-278.18155778315094-2.164471425530914j),(137.378365012735+241.0010868967205j),(-0.10123866265169552-0.4202113599985027j)
2024-11-14T07:02:20.000000,(141.6918623893649-240.2121300095092j),(-278.0477945754386-3.276792580082457j),(136.42611691700174+241.61516202719562j),(0.02339491030934649-0.6245868541320095j)
2024-11-14T07:02:30.000000,(141.59984519162236-240.71013543168448j),(-278.4309072837162-3.0630643181120294j),(137.14538590478628+241.95879143366062j),(0.10477460423081333-0.6048027720452948j)
2024-11-14T07:02:50.000000,(140.8712763497386-241.6512322261618j),(-277.9925159324749-3.0206644585946343j),(137.19386683992178+241.71993205138534j),(0.024209085728500748-0.9839882111236667j)
2024-11-14T07:03:00.000000,(141.05501389481847-240.80198490561764j),(-278.48200655362973-2.641154690023652j),(137.29026314912787+241.7474308878272j),(-0.04557650322777395-0.565236235938036j)
2024-11-14T07:03:10.000000,(140.89614277773754-241.9450758983065j),(-278.1891553724943-3.1488286908141183j),(137.42601165859188+241.79031274906666j),(0.044333021278355145-1.1011972800179837j)
2024-11-14T07:03:20.000000,(140.50364682305195-241.68820615597429j),(-277.7109808206868-1.962727402163589j),(137.60427948656772+241.1216424144336j),(0.13231516297762355-0.8430970479014159j)
2024-11-14T07:03:30.000000,(140.55268865398608-239.60530830443537j),(-278.81237098086024-1.5108792253171623j),(137.60808775547136+241.19619877149424j),(-0.21719819046759628+0.026670413913913914j)
2024-11-14T07:03:40.000000,(140.94933498248366-240.01924128670208j),(-278.5216831196114-2.073015275540324j),(137.3297756447743+241.0936191444334j),(-0.08085749745114446-0.33287913926966217j)
2024-11-14T07:03:50.000000,(141.07559130534082-239.91209520333175j),(-278.7636400713599-1.6827347713047658j),(137.67120668859238+241.4030081204033j),(-0.0056140258088978-0.06394061807774278j)
2024-11-14T07:04:00.000000,(140.75528964813148-240.75882068868134j),(-278.08368243282894-1.8853330829074295j),(137.6890513375568+241.10109859533063j),(0.12021951761978031-0.5143517254193813j)
2024-11-14T07:04:10.000000,(140.1913090111812-241.60682321445515j),(-278.17713768550016-2.069730813796283j),(137.44229267287528+240.85038418422954j),(-0.18117866714789221-0.9420566146739785j)
2024-11-14T07:04:20.000000,(140.1630519952018-240.69119524691692j),(-278.65752606040024-1.1936206276162216j),(137.94227586529416+240.48071093195188j),(-0.1840660666347404-0.4680349808604165j)
2024-11-14T07:04:30.000000,(140.85481578301017-241.44657966719313j),(-278.9505543934552-2.163839533050081j),(137.56246618905973+241.6424344025821j),(-0.17775747379509646-0.6559949325536878j)
2024-11-14T07:05:00.000000,(141.79763072664105-242.53806154845245j),(-278.0997322207413-3.7424933608828486j),(136.26891889708335+241.97333942246325j),(-0.011060865672295944-1.4357384956240178j)
