t,a,b,c,n
2024-11-14T07:00:00.000000,(1525.420065710517-407.8517543390842j),(-962.7243155484606-377.4060005363592j),(305.9081320108639+1753.4465124789592j),(-1.057897096096734e-15+2.5244357908759235e-16j)
2024-11-14T07:00:20.000000,(1520.3750078903167-411.5764508342079j),(-970.2871467837415-372.4424545373725j),(308.43322990591264+1754.447062279147j),(-1.5426089877188446e-15+1.290760145195294e-15j)
2024-11-14T07:00:50.000000,(1522.2236160290709-407.6777426981312j),(-965.3842174418269-375.7650459983561j),(305.7191056271961+1752.4493775722792j),(-1.1602375734463053e-15-5.420750815510437e-15j)
2024-11-14T07:01:10.000000,(1523.5242898796234-410.067130421096j),(-963.0582460909307-375.9926242905544j),(309.6726571017434+1752.1204106594348j),(3.0429980673570027e-15+2.1124876595882627e-14j)
2024-11-14T07:01:20.000000,(1518.4054095368951-408.92976933018303j),(-969.2463798440066-374.60938934312344j),(304.65534213718945+1752.8436294829014j),(-2.0442967629841534e-16-2.0863781149007906e-15j)
2024-11-14T07:01:40.000000,(1514.9183282247304-419.74419991862555j),(-972.6988651963878-366.135975494394j),(318.4141964409777+1752.4888362607114j),(-9.134860677181662e-15-2.1237943717792383e-14j)
2024-11-14T07:01:50.000000,(1523.7555359661774-414.2224510319276j),(-963.5647060125879-372.4822890006086j),(315.10233173141734+1750.3317631160335j),(-1.7008508264736727e-15-2.6156477014713773e-15j)
2024-11-14T07:02:10.000000,(1522.0896020719692-409.3218979619338j),(-965.8044826784298-375.024739335538j),(306.32411025513915+1754.0797865462844j),(-8.937041003141357e-15+5.752491804375914e-15j)
2024-11-14T07:02:20.000000,(1516.2732685969506-402.8132921695426j),(-970.0542442671036-376.9457322464178j),(295.0726672938549+1754.8010509359779j),(-2.716026281872807e-15+2.260764831197897e-15j)
2024-11-14T07:02:30.000000,(1522.0468348110833-407.2481618715274j),(-966.0345215437592-376.241172572685j),(305.1551838898928+1753.2860154277844j),(-9.50032055694983e-16-1.8587965158646097e-14j)
2024-11-14T07:02:50.000000,(1518.4387439440252-407.8148065626969j),(-969.6477537374184-374.1686821981458j),(303.85767744030727+1754.2510718996086j),(5.136901461928826e-15-6.945590819147733e-15j)
2024-11-14T07:03:00.000000,(1525.256089429929-410.3934971279213j),(-962.9497225599936-375.8167435873449j),(309.6854511511042+1752.6808052085407j),(2.486357075803479e-15+1.2521189151228066e-14j)
2024-11-14T07:03:20.000000,(1518.2745652628137-418.296000074252j),(-970.7704595035012-368.4295349359744j),(315.1915016091291+1752.9962836250102j),(-2.8113532810005774e-15-2.579771903746267e-15j)
2024-11-14T07:03:30.000000,(1531.0034264108401-408.9580692442759j),(-956.8892229160766-378.44390241577076j),(313.0394834429344+1752.4188591341417j),(-1.9270376046834927e-15-3.759523600674536e-15j)
2024-11-14T07:03:40.000000,(1523.214936819989-405.92196366279256j),(-964.946930051086-377.24578895851715j),(302.2270888891123+1753.7197252880305j),(-7.115722612564439e-15-3.939933332727817e-16j)
2024-11-14T07:04:00.000000,(1517.2699412595387-413.1332186540713j),(-972.1375375699139-370.4395377924653j),(307.2239475777509+1754.432765916691j),(-4.539496185008575e-15+4.227739234202584e-15j)
2024-11-14T07:04:10.000000,(1520.0446196107625-411.7771283274784j),(-969.7891373234871-372.3551674886021j),(307.6535364195593+1754.4783654947498j),(-7.091402133511715e-17-4.988936475626376e-15j)
2024-11-14T07:04:20.000000,(1517.0766581073558-418.46267693058496j),(-971.5378754455768-367.94303101873936j),(316.5981349919312+1753.1647258128485j),(-9.341275492927764e-16-1.856067527116317e-15j)
2024-11-14T07:04:30.000000,(1537.0592535092194-416.94872378885736j),(-952.5464457068942-375.1032866740054j),(328.11729416546456+1749.7406172532435j),(-4.078348954693252e-16+1.6206424524925294e-16j)
2024-11-14T07:04:50.000000,(1525.6609010593113-419.61592166773613j),(-962.6243897679112-370.886578164709j),(322.12786599528266+1751.1077513817202j),(-9.877537778965578e-16-5.322890225236782e-16j)
2024-11-14T07:05:00.000000,(1517.7837033061166-399.3952543832192j),(-970.8097764430877-379.6263094481146j),(290.6729759804417+1757.279392079879j),(5.111647582161559e-15-6.286050302348053e-16j)
