t,a,b,c,n
2024-11-14T07:00:00.000000,(9729.684456411314-196.77428968939876j),(-4885.191737857226-8401.453934753428j),(-4580.195683663391+8698.715735203657j),0j
2024-11-14T07:00:20.000000,(9731.566089917058-240.37756330215802j),(-4893.867994214518-8393.094857300388j),(-4550.35727182961+8710.208645285864j),0j
2024-11-14T07:00:30.000000,(9728.693498451785-234.73895098613227j),(-4892.220994699451-8393.4529611813j),(-4531.445271560942+8723.258715378783j),0j
2024-11-14T07:00:50.000000,(9729.652754628833-217.1280858216152j),(-4874.725130907288-8400.781798033795j),(-4550.588704902862+8715.951886788456j),0j
2024-11-14T07:01:00.000000,(9729.752177194028-246.85396286716832j),(-4912.990302989109-8380.591600184749j),(-4525.590005485506+8730.967530471951j),0j
2024-11-14T07:01:10.000000,(9730.872008675533-228.8268668402241j),(-4899.667926702445-8388.828861655933j),(-4542.949173836766+8727.053166545398j),0j
2024-11-14T07:01:20.000000,(9734.11581003006-235.8704320678208j),(-4898.220829763335-8393.46846278322j),(-4548.59590018466+8719.61531384857j),0j
2024-11-14T07:01:40.000000,(9734.511311936518-289.47716207490697j),(-4907.330803623443-8381.240553677722j),(-4521.31526812116+8727.90151644772j),0j
2024-11-14T07:01:50.000000,(9722.754849377901-183.83299563971642j),(-4899.609361057316-8390.05746271842j),(-4551.208995802437+8721.945456508074j),0j
2024-11-14T07:02:20.000000,(9736.230870562667-237.8866173405253j),(-4858.022536099825-8403.989668697615j),(-4614.708602597829+8692.82707956958j),0j
2024-11-14T07:02:30.000000,(9744.644884403899-244.38237476732888j),(-4899.210070660254-8403.408930948117j),(-4562.850600046471+8717.826329710004j),0j
2024-11-14T07:02:50.000000,(9732.362816657982-215.3126470044265j),(-4927.630582243114-8386.91249301061j),(-4539.733154004554+8732.911588591j),0j
2024-11-14T07:03:00.000000,(9738.07822408022-239.29882891936847j),(-4905.240328273779-8399.215194915161j),(-4547.671146571287+8725.112060243422j),0j
2024-11-14T07:03:10.000000,(9738.032519775863-251.48086978611033j),(-4916.81969320353-8391.01675397475j),(-4537.5076161250145+8727.668062007917j),0j
2024-11-14T07:03:20.000000,(9725.74889802865-236.62898340361713j),(-4936.155897104227-8378.749862237226j),(-4520.137250403327+8731.733237390656j),0j
2024-11-14T07:03:30.000000,(9737.006020909765-272.29515344584j),(-4882.938490933633-8396.913779758304j),(-4550.85435096543+8708.12043308816j),0j
2024-11-14T07:03:40.000000,(9738.766191767303-249.7586479817578j),(-4886.094229276942-8402.36468220213j),(-4556.65902031502+8714.837685132105j),0j
2024-11-14T07:03:50.000000,(9736.58368697729-239.298221565352j),(-4898.485965142023-8397.512312150426j),(-4545.377671903909+8719.581396605317j),0j
2024-11-14T07:04:00.000000,(9740.393768189744-249.61386289993496j),(-4912.89703103248-8392.494132699905j),(-4546.496066022176+8725.87941327718j),0j
2024-11-14T07:04:10.000000,(9734.667984340133-228.1952978803747j),(-4912.913275782767-8393.016142874789j),(-4540.889175102775+8729.226965768767j),0j
2024-11-14T07:04:20.000000,(9731.307153508971-234.77332971596917j),(-4942.223631489225-8379.025823581043j),(-4524.023820512629+8741.361348076794j),0j
2024-11-14T07:04:30.000000,(9738.502618576933-239.3091662394569j),(-4911.482454427311-8390.840769944078j),(-4540.253298751703+8732.009144103577j),0j
2024-11-14T07:05:00.000000,(9746.811024630171-245.92845219914688j),(-4859.447348280751-8415.968325422304j),(-4581.499564592051+8713.72721092241j),0j
