t,a,b,c,n
2024-11-14T07:00:00.000000,(139.20109739357392-242.88858885822123j),(-280.4412245096387+1.0137663632907263j),(138.87476737106024+243.6858423694812j),(-0.7884532483348539+0.6036732915168969j)
2024-11-14T07:00:20.000000,(138.9177706283757-242.94541489755252j),(-280.370584590623+1.357826956716245j),(139.9123757742659+243.80257423284462j),(-0.5134793959937924+0.7383287640027629j)
2024-11-14T07:00:30.000000,(138.9976128693316-242.99457684332899j),(-280.3641999158496+1.6137094219707138j),(140.1931850626689+243.55754000352056j),(-0.3911339946163897+0.7255575273874432j)
2024-11-14T07:00:50.000000,(139.01345458057338-242.8840597681761j),(-280.28657872192275+1.0793972946461126j),(139.16634389977122+243.46859609583115j),(-0.7022600805260731+0.55464454076704j)
2024-11-14T07:01:00.000000,(139.73079200018998-244.16584043771763j),(-280.23864766872407-0.1994193490003964j),(139.68108161378206+242.50941124852542j),(-0.2755913515840231-0.6186161793975268j)
2024-11-14T07:01:10.000000,(139.3917180335059-242.67699640973666j),(-280.3149303769594+0.7031283681497409j),(140.13826280240443+242.80980222396175j),(-0.2616498470163612+0.27864472745827834j)
2024-11-14T07:01:20.000000,(139.64548454611764-242.64361156013004j),(-280.4323975455534+0.3960890842332107j),(140.7294437602859+242.09165051730096j),(-0.019156413049937256-0.05195731953195208j)
2024-11-14T07:01:40.000000,(137.58792393062149-243.4228628689569j),(-280.11552059255854+2.4839303177229257j),(141.50932068215144+241.766304039175j),(-0.3394253265951976+0.2757904959803287j)
2024-11-14T07:01:50.000000,(138.82037721306244-242.81583588565996j),(-280.1975143440287+1.1725522083565847j),(140.7260488022409+242.3193902472537j),(-0.21702944290845586+0.2253688566500913j)
2024-11-14T07:02:20.000000,(139.6914127050805-242.49630956519266j),(-280.3087444490221+0.3269842681842764j),(139.4216573675855+243.25986733607562j),(-0.39855812545202207+0.3635140130223971j)
2024-11-14T07:02:30.000000,(139.6718443267423-242.8164402442539j),(-280.63320115125777+0.7625055076314159j),(140.2184735384575+243.90004767699608j),(-0.24762776201930617+0.6153709801245271j)
2024-11-14T07:02:50.000000,(138.80326374023682-243.09044367827366j),(-280.4609474664216+1.5334679805140217j),(140.06075138552353+244.23092080860414j),(-0.5323107802204181+0.8913150369481613j)
2024-11-14T07:03:00.000000,(139.2621957289076-243.03070478766034j),(-280.5774749830368+1.0504387895463607j),(140.38760253258573+243.39232672676872j),(-0.3092255738478052+0.4706869095515743j)
2024-11-14T07:03:10.000000,(138.76762134216276-243.25454215349515j),(-280.5845696994473+1.538196896169425j),(140.2537393142789+244.27660505965346j),(-0.5210696810018727+0.8534199341092441j)
2024-11-14T07:03:20.000000,(138.14743740505153-243.37173970761313j),(-280.36117442222866+2.2791564562990714j),(140.1381254749004+243.26135307376254j),(-0.6918705140922524+0.7229232741495065j)
2024-11-14T07:03:30.000000,(139.23040775160445-242.8473866113743j),(-280.4295814215186+1.1885556958038102j),(141.197170048379+241.85467880622008j),(-0.0006678738450493641+0.06528263021654743j)
2024-11-14T07:03:40.000000,(139.24258183774356-242.84971763569072j),(-280.5080325477544+0.9722413771370927j),(140.53812445824045+242.20054219785334j),(-0.24244208392345923+0.10768864643323578j)
2024-11-14T07:03:50.000000,(139.4798450184234-242.9240997419331j),(-280.6838454272802+1.230694306365308j),(141.04639674435458+242.35626484600883j),(-0.052534554834069554+0.22095313681368836j)
2024-11-14T07:04:00.000000,(138.73426513956716-243.108945947114j),(-280.4374055261398+1.7455270333828883j),(140.665958462669+242.81136765038553j),(-0.34572730796787593+0.4826495788848095j)
2024-11-14T07:04:10.000000,(138.37511108435447-243.1986797987484j),(-280.3275291212438+2.332655751685685j),(140.6727607302853+243.20354648324638j),(-0.42655243553470956+0.7791741453945678j)
2024-11-14T07:04:20.000000,(138.82862329820887-244.07255715642728j),(-280.32815391025554+1.4641350503238177j),(141.67676297720425+241.23128447614488j),(0.059077455052531674-0.4590458766528502j)
2024-11-14T07:04:30.000000,(139.18005520313025-243.2059014186626j),(-280.7704790981221+1.5635103026761399j),(140.60421466596335+243.46409531983477j),(-0.3287364096761909+0.6072347346161041j)
2024-11-14T07:05:00.000000,(139.2363701285063-243.17947299554422j),(-280.8170578992679+1.3023457577145463j),(138.50992059002638+245.00618366956968j),(-1.023589060245071+1.0430188105800176j)
