t,a,b,c,n
2024-11-14T07:00:00.000000,(154.86414142813283-243.61285495141212j),(-289.187325627943-11.32608889432574j),(134.45613734631357+254.16800970493603j),(0.04431771550113138-0.25697804693394743j)
2024-11-14T07:00:20.000000,(153.7125153814752-244.22682277326336j),(-289.091162805248-10.276450462104648j),(135.02712458606783+253.79201800131565j),(-0.11717427923499857-0.23708507801745393j)
2024-11-14T07:00:30.000000,(154.27262714837173-243.71309737276763j),(-289.01435254332773-10.716470694444821j),(134.97134538002706+253.733861250017j),(0.07653999502369076-0.2319022723984875j)
2024-11-14T07:00:50.000000,(152.83355803961962-244.82677333643497j),(-289.1576260071263-9.266335997074107j),(136.3240227489321+253.18694695107808j),(-1.5072858208743737e-05-0.3020541274769976j)
2024-11-14T07:01:00.000000,(152.39887724017393-245.06978509506098j),(-289.1060895936321-8.807274971602212j),(136.36696479733257+253.11699080792218j),(-0.11341585204188095-0.25335641958034055j)
2024-11-14T07:01:10.000000,(153.66030126595447-244.2632336271358j),(-288.98530422454377-10.40327912686329j),(135.11099845122052+253.8018620017203j),(-0.07133483578959589-0.2882169174262589j)
2024-11-14T07:01:20.000000,(153.91650616607328-244.32109271635224j),(-289.10543852511995-10.40452599986669j),(135.26192396466018+253.8318788773297j),(0.0243305352045139-0.2979132796297378j)
2024-11-14T07:01:40.000000,(152.4806748858932-245.05383550085108j),(-289.098191100076-8.345824044758517j),(136.85446782815043+252.82400305793485j),(0.07898387132255698-0.19188549589158327j)
2024-11-14T07:01:50.000000,(153.10860447339465-244.755029330055j),(-289.06869080476866-9.152720189222686j),(136.20279273263918+253.16956651153893j),(0.08090213375505591-0.2460610025795917j)
2024-11-14T07:02:20.000000,(155.0889311877609-243.56380547583535j),(-289.2130444580474-11.4541354555654j),(134.3383179293409+254.28898862774338j),(0.07140155301811144-0.24298410121912517j)
2024-11-14T07:02:30.000000,(154.38684689563257-244.14982436420865j),(-289.41747005090076-10.341363702593226j),(134.98500650093195+254.13119723539742j),(-0.015205551445428612-0.11999694380147483j)
2024-11-14T07:02:50.000000,(154.41356184958738-244.07714265891383j),(-289.2915248110228-10.50099169084682j),(135.0430832189578+254.04173282001256j),(0.05504008584081309-0.1788005099160346j)
2024-11-14T07:03:00.000000,(154.12778195433148-244.25233678974047j),(-289.29667675949594-10.383525224878486j),(135.3151729875365+253.90414459041463j),(0.04875939412401271-0.24390580806811274j)
2024-11-14T07:03:10.000000,(153.69940872019637-244.48918105116923j),(-289.2164092894676-10.00333783565875j),(135.24114805627363+253.9300108085654j),(-0.09195083766584983-0.1875026927541995j)
2024-11-14T07:03:20.000000,(153.78958615612103-244.38110162556566j),(-289.1545678585878-10.075006640567455j),(135.0524791835364+253.89496288475655j),(-0.10416750631013436-0.18704846045884582j)
2024-11-14T07:03:30.000000,(153.839193656841-244.2667933020071j),(-289.06940013220486-9.821764214702252j),(135.364832093226+253.65389766968448j),(0.044875205954046184-0.14488661567496475j)
2024-11-14T07:03:40.000000,(154.6727157753662-243.89280877641684j),(-289.1826363432225-11.299756999707053j),(134.3520629691227+254.3419641854279j),(-0.05261919957785124-0.28353386356534555j)
2024-11-14T07:03:50.000000,(154.72477998362726-243.97966664827453j),(-289.25702102031613-10.992618852597069j),(134.7532282907712+254.23140239598936j),(0.07366241802744918-0.24696103496075042j)
2024-11-14T07:04:00.000000,(153.62536600437025-244.56971253610766j),(-289.2455685306594-10.05444999204099j),(135.3536428828155+253.8529247418305j),(-0.08885321449124008-0.2570792621060556j)
2024-11-14T07:04:10.000000,(153.4391232114911-244.76711273825256j),(-289.2966626216641-9.49043997539284j),(135.56479250236933+253.75520684506503j),(-0.09758230260122042-0.16744862286014334j)
2024-11-14T07:04:20.000000,(153.3567436271792-244.85866783035075j),(-289.3344701041102-9.097767448659855j),(135.84403762183456+253.6662388490819j),(-0.0445629516987924-0.09673214330957047j)
2024-11-14T07:04:30.000000,(153.32416366647013-244.96700479555537j),(-289.3248075049794-9.572135708921994j),(135.74458809488078+253.68395654339105j),(-0.08535191454282678-0.2850613203620991j)
2024-11-14T07:05:00.000000,(153.5389674913104-244.4954229815378j),(-289.3204436415581-9.959137820150712j),(135.4717805828459+253.81891077484977j),(-0.10323185580059074-0.2118833422795902j)
