t,a,b,c,n
2024-11-14T07:00:00.000000,(142.24461030254605-245.92147114789017j),(-282.3884553679166-0.5205494687699834j),(140.90914800662839+245.504097712186j),(0.25510098041929563-0.31264096815808445j)
2024-11-14T07:00:20.000000,(141.3837441568988-245.611794012759j),(-282.73165717894204+0.11736223697067977j),(141.36736058298888+245.9742622050069j),(0.006482520315255286+0.15994347640614226j)
2024-11-14T07:00:30.000000,(141.3806896184349-245.87611040148533j),(-282.966498906116+0.3079296216939639j),(141.63781379251694+245.51121308476357j),(0.017334834945305713-0.01898923167600123j)
2024-11-14T07:00:50.000000,(141.91750521015405-245.95390134292168j),(-282.34390151229127-0.4840815070200707j),(141.08887084279587+245.20494671293582j),(0.220824846886237-0.41101204566869215j)
2024-11-14T07:01:00.000000,(144.93361967942707-250.72540355084553j),(-280.01433919316486-5.218925185883902j),(143.89257553917926+240.78064335790106j),(2.937285341813851-5.0545617929428275j)
2024-11-14T07:01:10.000000,(141.68688192095578-245.061661796401j),(-282.96998373191013-0.18321633971442458j),(141.4495229300923+245.212527961672j),(0.055473706379344886-0.010783391481189756j)
2024-11-14T07:01:20.000000,(141.65673122312776-244.67997721827845j),(-283.41797190170604-0.11591852880670125j),(141.76526115651038+244.88365352571714j),(0.0013401593107198791+0.029252592877267874j)
2024-11-14T07:01:40.000000,(140.0293410505588-246.00893192835j),(-282.55264622019973+1.3981229325900226j),(143.01036328043529+243.89069706664495j),(0.16235270359813575-0.24003730970503973j)
2024-11-14T07:01:50.000000,(141.20909768501264-245.5610389774005j),(-282.7723134145357-0.049917217973078895j),(142.15886649410393+244.38280804208074j),(0.19855025486030833-0.40938271776432805j)
2024-11-14T07:02:20.000000,(142.07821535245233-244.97754002825525j),(-282.86663295877173-0.6998352693446398j),(140.78841760707522+245.67737530387896j),(2.519675684809693e-10+2.0929754405893595e-09j)
2024-11-14T07:02:30.000000,(142.09415249364918-245.84848111858807j),(-283.16747417485584-0.7670884866450659j),(141.65024279163552+245.66169535071367j),(0.19230703680963848-0.31795808483987803j)
2024-11-14T07:02:50.000000,(153.4946670123573-267.21999905208355j),(-270.6129650268363-21.114531633800993j),(153.79218620239342+224.94262975672981j),(12.224629395971496-21.130633643051613j)
2024-11-14T07:03:00.000000,(141.79734086550243-245.98019469931933j),(-282.9769186941992-0.36241264986455896j),(141.9697977781149+245.2256722942491j),(0.26340664980607903-0.3723116849783139j)
2024-11-14T07:03:10.000000,(141.46740709177365-246.54073323367783j),(-282.8185679909314-0.3369578227865362j),(141.91178063230984+245.80485987190508j),(0.18687324438406527-0.35761039485313645j)
2024-11-14T07:03:20.000000,(140.7904064151615-245.90330686621277j),(-282.63992551404334+1.267896025661547j),(141.8289914646281+245.5000063012288j),(-0.00684254475122564+0.288198486892478j)
2024-11-14T07:03:30.000000,(141.4501968379441-245.24347968284138j),(-283.1322055050151+0.3087315135282378j),(142.4524084449561+244.21571852013108j),(0.25679992596171997-0.23967654972739458j)
2024-11-14T07:03:40.000000,(141.6855979084638-245.40083236096908j),(-283.00426313173614-0.01408710837846764j),(142.04578812790322+244.4326489412386j),(0.24237430154365588-0.32742350936969816j)
2024-11-14T07:03:50.000000,(141.70591005860473-245.51220855308713j),(-283.39112800275325+0.15085942284540368j),(142.30181466244142+244.5256701460837j),(0.20553223943098983-0.27855966138605043j)
2024-11-14T07:04:00.000000,(141.02482010106024-245.64064066911973j),(-283.031379800668+0.6885575944365624j),(141.99453995449906+244.9713702617023j),(-0.0040065817028527104+0.006429062339663511j)
2024-11-14T07:04:10.000000,(140.72576224092174-246.2764941411865j),(-282.79902507503175+0.7179426225535006j),(142.0581923614618+244.95081610433405j),(-0.005023490882700405-0.20257847143302068j)
2024-11-14T07:04:20.000000,(140.67869985446566-245.71139530808014j),(-283.37949912522225+1.3403118351036885j),(142.56510700646842+244.34051293921078j),(-0.045230754762706674-0.010190177921935712j)
2024-11-14T07:04:30.000000,(141.42568719937685-245.87540991148532j),(-283.38415378427277+0.43238879556917287j),(141.94030369212743+245.60694398593392j),(-0.006054297589483179+0.05464095667254439j)
2024-11-14T07:05:00.000000,(142.2378842755704-246.3157232806392j),(-282.7615296450153-0.33893296372284093j),(140.54718248476777+246.6556506008631j),(0.007845705107662292+0.0003314521669855841j)
