t,a,b,c,n
2024-11-14T07:00:00.000000,(1164.6712504593434-813.1951647752912j),(-1283.1871748946535-815.0731555465841j),(-65.08676256352503+1313.7998084668588j),(-61.200895666278264-104.82283728500565j)
2024-11-14T07:00:20.000000,(7.510463124670989-982.2896639122329j),(-2441.14047069994-982.7337903893665j),(-1216.9817332101338+1146.1360637240102j),(-1216.870580261801-272.9624635258633j)
2024-11-14T07:00:50.000000,(1152.6958102847977-754.7284264001864j),(-1294.4835906799342-755.43594777337j),(-74.52361140207559+1371.6925123706285j),(-72.10379726573711-46.15728726764281j)
2024-11-14T07:01:10.000000,(-3077.4751003344904-754.4354540106833j),(-5528.636650626855-755.9843918516996j),(-4304.135455035825+1367.703122706833j),(-4303.41573533239-47.57224105184998j)
2024-11-14T07:01:20.000000,(1152.3690176275848-752.3136068234957j),(-1302.1969473337235-753.6160599569771j),(-74.50916394634314+1366.8589687119645j),(-74.77903121749364-46.356899356169556j)
2024-11-14T07:01:40.000000,(1044.1755620998144-551.0780578877644j),(-1404.3004460583468-536.9545074022872j),(-167.20003553959685+1577.292826063248j),(-175.77497316604283+163.08675359106522j)
2024-11-14T07:01:50.000000,(1011.9815024551827-933.8970182696816j),(-1438.711241566794-930.8351644127883j),(-209.2993667231132+1189.112828509348j),(-212.00970194490785-225.2064513910407j)
2024-11-14T07:02:10.000000,(1217.59230884032-776.2365036642592j),(-1233.305711433624-772.1067885406945j),(-6.136999547001176+1351.3464422803452j),(-7.283467380101537-65.66561664153623j)
2024-11-14T07:02:20.000000,(1448.284541545818-1321.1360920183195j),(-1001.3252688803306-1327.659070408305j),(217.6118541975054+800.358798390383j),(221.52370895433114-616.1454546787475j)
2024-11-14T07:02:30.000000,(1063.9031658240592-839.2204455192092j),(-1390.148873614978-843.1620119850973j),(-165.10558466414878+1287.0719065374094j),(-163.78376415168898-131.77018365563248j)
2024-11-14T07:02:50.000000,(1335.7713384738968-806.8229640831224j),(-1113.7390399538103-806.7563710702658j),(112.20702321533595+1324.3470549018155j),(111.41310724514095-96.4107600838576j)
2024-11-14T07:03:00.000000,(997.0954192738722-560.717781826547j),(-1455.9285059253198-560.6829625213754j),(-228.72060042298574+1566.2444718908537j),(-229.18456235814432+148.28124251431026j)
2024-11-14T07:03:20.000000,(1232.202055885623-786.7090975306313j),(-1215.5376779877556-778.3171318553372j),(12.742810054257774+1345.3507396768543j),(9.80239598404209-73.22516323637151j)
2024-11-14T07:03:30.000000,(1094.9915460277991-776.0409311091745j),(-1359.3191215925883-771.3485285603954j),(-127.87581653750757+1345.6960941555733j),(-130.73446403409883-67.231121837999j)
2024-11-14T07:03:40.000000,(1211.3994120829461-814.1981226682041j),(-1241.6826104921513-811.559098510746j),(-13.627701564230298+1308.1583385747037j),(-14.636966657811627-105.86629420141568j)
2024-11-14T07:04:00.000000,(826.9483276802073-788.0285301394505j),(-1624.2296617334214-782.194135768554j),(-394.4932200694904+1339.2968965576456j),(-397.25818470756803-76.97525645011979j)
2024-11-14T07:04:10.000000,(1919.6192973469922-1044.7911861201185j),(-529.5141797434676-1036.8992540557915j),(700.7263119948104+1086.2559734662593j),(696.9438098661119-331.811488903217j)
2024-11-14T07:04:20.000000,(5520.536846919809-762.6977596311089j),(3066.738661276373-751.0920961899232j),(4301.723032739785+1365.1765044230217j),(4296.332846978655-49.53778379933685j)
2024-11-14T07:04:30.000000,(1066.7481614858555-830.4961469280626j),(-1387.4448117055817-827.3133177975219j),(-158.2127210256631+1299.3112943769202j),(-159.6364570817963-119.49939011622152j)
2024-11-14T07:04:50.000000,(1909.9600260767454-771.6073321335111j),(-538.2510528065246-763.1778919175813j),(692.8913523319935+1374.2387352622857j),(688.2001085340714-53.51549626293558j)
2024-11-14T07:05:00.000000,(979.9823826845151-468.524626531645j),(-1468.9352255452404-471.5515687637614j),(-251.88900537352285+1664.6082159977952j),(-246.94728274474923+241.5106735674629j)
