t,a,b,c,n
2024-11-14T07:00:00.000000,(1099.9116850994221-643.0327741585797j),(-1274.7220946518323-605.7303629839475j),(-66.3657097265041+1479.4000114362307j),(-80.39203975963788+76.87895809790102j)
2024-11-14T07:00:20.000000,(498.0661101836066-1219.3852037220433j),(-1874.869002297323-1173.3201655764772j),(-662.596381666674+907.9147711313032j),(-679.7997579267965-494.9301993890726j)
2024-11-14T07:00:30.000000,(3.7001632493108607-1718.1069720614835j),(-2367.033832681781-1672.138237234748j),(-1153.8306706573821+410.7221766791204j),(-1172.3881133632838-993.1743442057036j)
2024-11-14T07:00:50.000000,(620.7456793803312-1297.502197181033j),(-1750.3935183434842-1255.5327560558676j),(-541.3444158600258+829.1988104126503j),(-556.9974182743927-574.6120476080833j)
2024-11-14T07:01:00.000000,(797.2849520446135+1439.0898229720174j),(-1575.0832397871727+1489.1424655404346j),(-357.5402012652729+3569.537556575002j),(-378.44616300261026+2165.9232816958174j)
2024-11-14T07:01:10.000000,(571.6630273868853-858.193486715425j),(-1800.949062313047-812.1903245380122j),(-587.0789292490808+1270.754576232119j),(-605.4549880584138-133.2097450071061j)
2024-11-14T07:01:20.000000,(787.1471834367445-1151.8651596323978j),(-1586.6309874929352-1105.747575319539j),(-373.1374979410782+976.8883323925023j),(-390.87376733242274-426.90813418647804j)
2024-11-14T07:01:40.000000,(470.081897063241-801.9355186121205j),(-1902.5510226986205-745.2935455312046j),(-685.3806859033307+1331.8511172221877j),(-705.9499371795697-71.79264897371256j)
2024-11-14T07:01:50.000000,(-145.49669651570377-1492.1301149035094j),(-2517.3143959905115-1454.342156139209j),(-1305.0659896342418+632.2730028433034j),(-1322.6256940468186-771.3997560664716j)
2024-11-14T07:02:20.000000,(609.8789945322353-946.2143684940924j),(-1766.0674970973753-902.4902619471181j),(-564.79279640676+1179.102208136428j),(-573.6604329906329-223.20080743492755j)
2024-11-14T07:02:30.000000,(653.8410955484088-661.216537100845j),(-1722.875350225854-614.9522863504163j),(-509.7274350725332+1468.5966719532175j),(-526.2538965833257+64.14261616731856j)
2024-11-14T07:02:50.000000,(-11572.452678613254-1036.958894338122j),(-13946.683990764972-993.2948676984114j),(-12728.575253943813+1090.8765881247898j),(-12749.237307774007-313.12572463724774j)
2024-11-14T07:03:00.000000,(944.2698530971707-1116.838066100274j),(-1430.0640982871585-1070.3620117289247j),(-215.57174130778972+1013.2159064735438j),(-233.7886621659255-391.32805711855184j)
2024-11-14T07:03:10.000000,(943.9860925448868-1304.2160155310612j),(-1430.6173680845536-1254.8004043757567j),(-213.25724163095214+826.8668233850583j),(-233.29617239020612-577.3831988405866j)
2024-11-14T07:03:20.000000,(783.2636562234999-679.8240750508053j),(-1589.4910550188583-631.698803074534j),(-368.6303002472677+1449.603194697732j),(-391.61923301420836+46.026772190797196j)
2024-11-14T07:03:30.000000,(792.5077208158318-801.0799094724152j),(-1580.0577921637798-750.3704196386058j),(-369.79570305783835+1328.7467388259026j),(-385.7819248019284-74.23453009503953j)
2024-11-14T07:03:40.000000,(915.7239207903847-1359.812548443552j),(-1457.7445185503643-1312.6789607160542j),(-247.45488945770563+769.5598433427408j),(-263.15849573922804-634.3105552722883j)
2024-11-14T07:03:50.000000,(336.88349608195125-569.4466906991186j),(-2036.553039473331-523.2475060451367j),(-823.1803001534788+1559.427657126505j),(-840.9499478482859+155.57782012741643j)
2024-11-14T07:04:00.000000,(-541.7352174572845-794.9089211357762j),(-2917.2043506592286-745.9458238537687j),(-1701.05578219816+1335.6403696524048j),(-1719.99845010489-68.40479177904689j)
2024-11-14T07:04:10.000000,(400.0892051300297-941.366363623949j),(-1974.1321706267968-895.7573435165855j),(-757.9252730078751+1188.2017526754137j),(-777.3227461682139-216.30731815504026j)
2024-11-14T07:04:20.000000,(797.9673702182422-341.1870038472119j),(-1576.7146241718215-292.44718913811386j),(-354.49291939694893+1789.7387309193234j),(-377.74672445017575+385.36817931133237j)
2024-11-14T07:04:30.000000,(790.7433248573028-1195.3212080471237j),(-1583.8363501858996-1147.5120060329423j),(-367.61319640137725+935.245489958096j),(-386.90207390999103-469.19590804065666j)
2024-11-14T07:05:00.000000,(970.7228646326813-1851.2639908468416j),(-1403.6345612263285-1806.003393920391j),(-199.24361725002458+278.85104975500076j),(-210.71843794789035-1126.1387783374105j)
