t,a,b,c,n
2024-11-14T07:00:00.000000,0j,0j,0j,0j
2024-11-14T07:00:20.000000,0j,0j,0j,0j
2024-11-14T07:00:50.000000,0j,0j,0j,0j
2024-11-14T07:01:10.000000,0j,0j,0j,0j
2024-11-14T07:01:20.000000,0j,0j,0j,0j
2024-11-14T07:01:40.000000,0j,0j,0j,0j
2024-11-14T07:01:50.000000,0j,0j,0j,0j
2024-11-14T07:02:10.000000,0j,0j,0j,0j
2024-11-14T07:02:20.000000,0j,0j,0j,0j
2024-11-14T07:02:30.000000,0j,0j,0j,0j
2024-11-14T07:02:50.000000,0j,0j,0j,0j
2024-11-14T07:03:00.000000,0j,0j,0j,0j
2024-11-14T07:03:20.000000,0j,0j,0j,0j
2024-11-14T07:03:30.000000,0j,0j,0j,0j
2024-11-14T07:03:40.000000,0j,0j,0j,0j
2024-11-14T07:04:00.000000,0j,0j,0j,0j
2024-11-14T07:04:10.000000,0j,0j,0j,0j
2024-11-14T07:04:20.000000,0j,0j,0j,0j
2024-11-14T07:04:30.000000,0j,0j,0j,0j
2024-11-14T07:04:50.000000,0j,0j,0j,0j
2024-11-14T07:05:00.000000,0j,0j,0j,0j
