t,a,b,c,n
2024-11-14T07:00:00.000000,(-214.02679825888137-715.5950680064198j),(-2649.7247806290266-713.2860577937392j),(-1434.217320902711+1402.9316081026052j),(-1432.6562999302066-8.649839232517957j)
2024-11-14T07:00:20.000000,(-319.3445346859109-869.8425169068628j),(-2756.0644533169652-866.3022224100577j),(-1534.4659025733913+1250.1221955583662j),(-1536.6249635254226-162.00751458618475j)
2024-11-14T07:00:30.000000,(-244.6660369934283-593.4631736289921j),(-2683.2419037176614-586.6548393841558j),(-1459.4976683584925+1527.1886048648228j),(-1462.4685363565275+115.69019728389151j)
2024-11-14T07:00:50.000000,(-262.88848067164434-859.1927248217246j),(-2697.7769520362676-855.7956271365777j),(-1480.5362436897865+1258.7655370525367j),(-1480.400558799233-152.07427163525517j)
2024-11-14T07:01:00.000000,(-1139.4949194048856-790.3947437983472j),(-3577.694409585976-787.8704068598337j),(-2359.733719064951+1328.5494764976124j),(-2358.974349351938-83.23855805352287j)
2024-11-14T07:01:10.000000,(-597.9186297720174-1020.7482423954228j),(-3036.776408766253-1018.287189868537j),(-1815.0640314899595+1092.883296622478j),(-1816.586356676077-315.3840452138276j)
2024-11-14T07:01:20.000000,(-675.6980856853493-612.3491501335262j),(-3117.908739566964-609.640247211682j),(-1892.9820731228644+1498.2582104765158j),(-1895.5296327917263+92.08960437710232j)
2024-11-14T07:01:40.000000,(-468.47930110643273-822.4722064817196j),(-2904.925258378162-804.379956699794j),(-1670.5430125003902+1297.5062287431451j),(-1681.315857328328-109.78197814612284j)
2024-11-14T07:01:50.000000,(-173.6985748085485-930.4575489684468j),(-2612.181047393418-923.277095218141j),(-1385.4475122986437+1184.0903268853629j),(-1390.44237816687-223.2147724337417j)
2024-11-14T07:02:20.000000,(82.43733432239003-875.929041193411j),(-2355.290452795994-877.8518030668389j),(-1138.5180767723311+1237.1332160802424j),(-1137.123731748645-172.21587606000267j)
2024-11-14T07:02:30.000000,(3.9965565794662177-823.1898219160279j),(-2437.9131093066153-823.0315423458712j),(-1215.4713398609138+1294.6101723298991j),(-1216.4626308626875-117.20373064400009j)
2024-11-14T07:02:50.000000,(-669.494497940902-1027.7818742324207j),(-3106.9405892072946-1023.6591513583736j),(-1883.5475975016197+1094.8536660460006j),(-1886.6608948832725-318.8624531815984j)
2024-11-14T07:03:00.000000,(-621.6751066159735-1014.6640526778398j),(-3062.5397462345536-1010.6160282968159j),(-1838.0288586491542+1103.8268798981765j),(-1840.7479038332272-307.1510670254933j)
2024-11-14T07:03:10.000000,(-558.6967067491122-860.5048031276194j),(-2997.608376835081-856.3450446660727j),(-1772.8781643105078+1263.0272976689769j),(-1776.3944159649002-151.27418337490508j)
2024-11-14T07:03:20.000000,(-174.75405738028064-596.9020149883398j),(-2610.4932264443805-584.5594584021558j),(-1384.857528214823+1526.7555431277046j),(-1390.0349373464949+115.09802324573626j)
2024-11-14T07:03:30.000000,(-1072.012343649314-673.7027490539697j),(-3514.1931589275055-665.0173261516234j),(-2285.4244751703063+1439.5822500084032j),(-2290.5433259157085+33.6207249342698j)
2024-11-14T07:03:40.000000,(40.621446111124996-797.6884727308602j),(-2400.301744464812-790.9678446753343j),(-1174.9073106979938+1316.1851622360757j),(-1178.1958696838938-90.82371839003974j)
2024-11-14T07:03:50.000000,(-58.29140662653807-802.7264616027696j),(-2502.2054474801616-795.0142950071188j),(-1274.328114001272+1312.5030476588427j),(-1278.2749893693237-95.07923631701526j)
2024-11-14T07:04:00.000000,(-876.594602641156-777.4439749559259j),(-3315.720891402329-767.6290512447298j),(-2088.686415760843+1341.4326340394312j),(-2093.667303268109-67.88013072040836j)
2024-11-14T07:04:10.000000,(-259.2524365921002-689.4351835245825j),(-2696.5033421315998-677.520626088604j),(-1468.7982404690085+1433.1557150461294j),(-1474.851339730903+22.066635144314223j)
2024-11-14T07:04:20.000000,(-126.2118553675685-614.1999355264343j),(-2568.0087796184775-598.5303264571933j),(-1335.5754195383684+1505.1581597420618j),(-1343.265351508138+97.47596591947797j)
2024-11-14T07:04:30.000000,(-955.209809439323-676.5476689853178j),(-3397.4632456855193-669.3566945506894j),(-2170.8272462007853+1444.8248392809012j),(-2174.5001004418764+32.97349191496427j)
2024-11-14T07:05:00.000000,(-358.72687417186376-525.5285557936238j),(-2795.576685791646-524.50229893732j),(-1581.1524305011428+1599.1772891320018j),(-1578.4853301548842+183.04881146701922j)
