t,a,b,c,n
2024-11-14T07:00:00.000000,(138.70791054522317-246.1695485904638j),(-282.90639514594716+3.333621691184825j),(143.7874794367092+243.14261507829522j),(-0.13700172133826793+0.10222939300543048j)
2024-11-14T07:00:20.000000,(137.78132922372575-246.44073283415352j),(-282.68565703665746+4.237394101313277j),(144.85372171176002+242.32694372953262j),(-0.016868700390567738+0.041201665564124926j)
2024-11-14T07:00:30.000000,(137.5145081855628-246.81913338577488j),(-282.8623412601494+4.363021844553567j),(144.79964963607696+242.58964959227555j),(-0.18272781283655457+0.04451268368474577j)
2024-11-14T07:00:50.000000,(138.49989575482303-246.1109806433085j),(-282.7324120410496+3.3803743414987433j),(144.19478022499715+242.79867086505735j),(-0.0125786870764798+0.022688187749188196j)
2024-11-14T07:01:00.000000,(138.08724160281724-246.42139042053418j),(-282.78194096513954+3.6458861398981237j),(144.17724248802293+242.82411420896764j),(-0.17248562476645007+0.016203309443849297j)
2024-11-14T07:01:10.000000,(138.02407597239727-246.3613989182977j),(-282.73025071357085+3.6158777938730995j),(144.21273990086698+242.70766104793157j),(-0.1644782801022074-0.012620025497685245j)
2024-11-14T07:01:20.000000,(138.2066131224823-246.37475616189985j),(-282.82851134310084+3.6337076990410044j),(144.55308035136753+242.67347930800705j),(-0.02293928975034301-0.022523051617258982j)
2024-11-14T07:01:40.000000,(135.98177195619718-247.24843848965529j),(-282.5210748867683+5.7652199437440315j),(146.2021916811894+241.38100262237822j),(-0.1123704164605842-0.034071974511018614j)
2024-11-14T07:01:50.000000,(137.59878624449058-246.64237647003503j),(-282.6948479018782+4.4759640570587935j),(145.08520757504917+242.19272323116897j),(-0.0036180274461455903+0.00877027273092621j)
2024-11-14T07:02:20.000000,(138.97325365334515-245.85817468144617j),(-282.7817856737639+2.7235120305569436j),(143.46517613142103+243.24532729183198j),(-0.11445196299926427+0.03688821364757749j)
2024-11-14T07:02:30.000000,(138.62785279657865-246.21938198219812j),(-282.94819268108813+3.2947033295687285j),(144.31050178943912+242.986812598911j),(-0.0032793650234772425+0.020711315427203416j)
2024-11-14T07:02:50.000000,(138.21941614945558-246.35828061225345j),(-282.8628732359604+3.535149958648091j),(144.44162845135637+242.73209118666205j),(-0.06727621171617033-0.03034648898112199j)
2024-11-14T07:03:00.000000,(138.35732018797938-246.4067369847998j),(-282.92806680285986+3.7495989177958564j),(144.3645623732156+242.90965553320794j),(-0.06872808055496951+0.08417248873465587j)
2024-11-14T07:03:10.000000,(137.8661160238473-246.59995032964787j),(-282.9088415888573+4.028482272451713j),(144.87159797489048+242.51809249251747j),(-0.05704253003983891-0.017791854892906505j)
2024-11-14T07:03:20.000000,(136.73801114612408-246.99170179174112j),(-282.6245017512546+5.473855490195736j),(145.6404205994165+241.8407696007748j),(-0.08202333523800309+0.10764109974314713j)
2024-11-14T07:03:30.000000,(138.53593062610625-246.2149051519335j),(-282.8678642168067+3.2165239158039802j),(143.91383762559425+243.0503181224621j),(-0.13936532170206117+0.017312295444190166j)
2024-11-14T07:03:40.000000,(138.9685385402982-245.99351007632572j),(-282.9182925941293+3.096585316386323j),(143.73740286893465+243.2233451146989j),(-0.07078372829884587+0.10880678491983393j)
2024-11-14T07:03:50.000000,(138.33203206085923-246.352010804227j),(-282.9232088021384+3.5836284833487486j),(144.35675752054718+242.879184019576j),(-0.07813974024399445+0.03693389956591289j)
2024-11-14T07:04:00.000000,(137.54390216635673-246.53888621116153j),(-282.64840049742196+4.682920564203243j),(144.89697981175428+242.23371565905435j),(-0.06917283977028026+0.12591667069869683j)
2024-11-14T07:04:10.000000,(137.75426188784584-246.39586228964538j),(-282.64853033757737+4.310618020026398j),(144.63829742436747+242.3922582569797j),(-0.0853236751213433+0.10233799578690024j)
2024-11-14T07:04:20.000000,(136.44921049523762-247.15304915254245j),(-282.6365976022227+5.460305187308143j),(145.90582879537433+241.69711479635274j),(-0.09385277053692972+0.0014569437061470727j)
2024-11-14T07:04:30.000000,(137.6407094972967-246.77861329445798j),(-283.011936049631+4.55457090623483j),(145.30559390656316+242.41691770937965j),(-0.021877548590362693+0.06429177371883277j)
2024-11-14T07:05:00.000000,(139.60410111413796-245.8296001882375j),(-283.07303194912083+1.974723232965631j),(143.05582604749983+243.79222276364885j),(-0.13770159582767497-0.02088473054100201j)
