t,a,b,c,n
2024-11-14T07:00:00.000000,(141.63368970453473-244.3334617730153j),(-280.162754235105-0.21916738409090192j),(140.6086463705434+243.9359196919244j),(0.6931939466577025-0.20556982172725227j)
2024-11-14T07:00:20.000000,(141.13832523132055-243.67444094264943j),(-280.18159902180963+0.76022004939364j),(141.38091438335528+244.79071929688703j),(0.7792135309554221+0.6254994678770912j)
2024-11-14T07:00:50.000000,(141.5241589828864-243.90932382729648j),(-279.9079766020681+0.28212862006219114j),(141.06194729051882+244.2048080868603j),(0.8927098904456952+0.19253762654201198j)
2024-11-14T07:01:10.000000,(140.83860966716676-243.63596646272637j),(-280.98466346926097-0.049121018050630905j),(140.89441009960603+243.4762631040785j),(0.24945209917058947-0.06960812556617083j)
2024-11-14T07:01:20.000000,(140.46015160263923-242.96247029682533j),(-281.7744528556184+0.3033812656995893j),(140.8593724637793+243.42789439714622j),(-0.15164292973327323+0.25626845534015674j)
2024-11-14T07:01:40.000000,(138.79412477933724-243.90297708740408j),(-280.99731423073257+2.191847954794547j),(142.0422595807459+242.86342703291513j),(-0.053643290216468256+0.38409930010187887j)
2024-11-14T07:01:50.000000,(140.11129425488517-243.2257181112545j),(-281.0389227067676+0.9977735761923144j),(141.35563307140964+243.55892046769756j),(0.14266820650906215+0.44365864421178547j)
2024-11-14T07:02:10.000000,(140.72990391444804-243.81694901052805j),(-280.725005370564+1.050589288808841j),(141.4353765421043+243.89667707765216j),(0.4800916953294425+0.37677245197764153j)
2024-11-14T07:02:20.000000,(141.3020079428894-243.0609454931786j),(-280.79645303056583-0.11760103088182647j),(140.26972916757688+244.47133863110903j),(0.2584280266334891+0.43093070234952774j)
2024-11-14T07:02:30.000000,(140.7455417505428-243.62232178289202j),(-281.67587195468855+0.15504393199448793j),(140.59108486897566+244.71759473707644j),(-0.11308177839005004+0.4167722953929804j)
2024-11-14T07:02:50.000000,(140.80546945028743-243.94301342152593j),(-280.4784246830337+0.8795586861379233j),(141.35979232900607+245.05657385700593j),(0.5622790320866136+0.6643730405392975j)
2024-11-14T07:03:00.000000,(140.70605256433996-243.81550196346103j),(-281.25484054484673+0.5338557705705244j),(141.15535838006613+244.27520703920996j),(0.2021901331864464+0.3311869487731217j)
2024-11-14T07:03:20.000000,(140.6304731299059-244.52276768770133j),(-280.023804340312+1.3857445736047709j),(141.86833993239122+243.72660013139225j),(0.8250029073283972+0.19652567243187988j)
2024-11-14T07:03:30.000000,(139.9643303987859-243.53421794394563j),(-281.81161992400257+0.7596948779134164j),(141.19266434063212+242.73573564884353j),(-0.21820839486150878-0.012929139062879421j)
2024-11-14T07:03:40.000000,(140.6873711512534-243.66251297840185j),(-281.1882270374386+0.48089293832403335j),(141.28358918424726+242.98785776799556j),(0.2609110993540372-0.06458742402742707j)
2024-11-14T07:04:00.000000,(140.38975054324882-243.6504228920502j),(-280.88891616600796+1.4203071175334745j),(141.56555195203018+243.8082230462868j),(0.35546210975700915+0.5260357572566994j)
2024-11-14T07:04:10.000000,(140.60664642721648-244.21084554667272j),(-280.14957981049764+1.5380270220630101j),(142.14462623224017+243.87949571892298j),(0.8672309496530085+0.40222573143777685j)
2024-11-14T07:04:20.000000,(139.87060379255533-243.96970213884796j),(-281.4128684275073+1.8453781817641395j),(141.9680394160111+242.959082701512j),(0.14192492701970538+0.27825291480937736j)
2024-11-14T07:04:30.000000,(140.75377549092073-244.2010593666758j),(-281.24631194275423+0.8488590218078218j),(141.48573783697802+244.1055810966569j),(0.33106712838151175+0.2511269172629785j)
2024-11-14T07:04:50.000000,(139.97441927724188-244.9354249278772j),(-280.41918569453424+2.5540479228387327j),(141.8221649445183+246.45875402321752j),(0.4591328424086551+1.3591256727263352j)
2024-11-14T07:05:00.000000,(141.73760398452265-243.9373834926272j),(-280.4381930412864+0.7785018197189284j),(140.2730279005597+245.84155406446263j),(0.5241462812653014+0.8942241305181081j)
