t,a,b,c,n
2024-11-14T07:00:00.000000,(140.1559657997693-241.6950816987029j),(-279.73837234010324-0.4304950466823412j),(137.5306341259251+243.689315233667j),(-0.6839241381362676+0.5212461627605912j)
2024-11-14T07:00:20.000000,(139.7882326738165-242.35724343685925j),(-279.66313731113144-0.7871662549934758j),(138.38521618155016+243.21935011463714j),(-0.4965628185882415+0.024980140928129464j)
2024-11-14T07:00:50.000000,(139.8196326618431-241.82148486478624j),(-279.69204847756396-0.4826323057013618j),(137.6577501764582+243.31090468970788j),(-0.7382218797542149+0.3355958397400687j)
2024-11-14T07:01:10.000000,(140.28853821439466-241.41917043160058j),(-279.6443709741188-0.6975604971096772j),(138.68292593746625+242.84158767291038j),(-0.22430227408595177+0.24161891473336486j)
2024-11-14T07:01:20.000000,(140.4315338308748-241.55079005611663j),(-279.8835540338495-1.1676186660848684j),(139.20095312686828+241.975347666558j),(-0.08368902536880922-0.24768701854782574j)
2024-11-14T07:01:40.000000,(138.37577399707627-242.34817015797088j),(-279.5460117962446+0.9107112673317773j),(139.98470065996455+241.61832788652j),(-0.3951790464012518+0.06028966529362749j)
2024-11-14T07:01:50.000000,(139.53642320765383-241.86185086066072j),(-279.6916713790417-0.4927425223707589j),(139.1522178507235+242.02237493793297j),(-0.3343434402214643-0.11073948169952336j)
2024-11-14T07:02:10.000000,(139.63608192014163-242.06992597398656j),(-279.8705026848446-0.06780404652754868j),(138.715390936279+242.7456490869598j),(-0.5063432761413179+0.20263968881521502j)
2024-11-14T07:02:20.000000,(140.38200614935784-241.26329254221693j),(-279.77028764057445-1.2034692811935377j),(137.74198542152737+243.31160190276572j),(-0.5487653565630654+0.2816133597850692j)
2024-11-14T07:02:30.000000,(140.18995025476264-242.20330546331678j),(-280.32795076017425-1.289073709750895j),(138.43011718072137+243.24073722002544j),(-0.569294441563392-0.08388065101409345j)
2024-11-14T07:02:50.000000,(139.34371075829202-242.75585613399127j),(-280.040592623393-0.8298054499539917j),(138.29399079516557+243.3558790460538j),(-0.8009636899784744-0.07659417929716053j)
2024-11-14T07:03:00.000000,(139.9061033950754-242.12949384849153j),(-280.1471872772276-0.6666703033110135j),(138.72059319652834+243.0125355767971j),(-0.5068302285412825+0.0721238083314979j)
2024-11-14T07:03:20.000000,(139.04904904513796-242.42926082127758j),(-279.6808999820774+0.5485255622448173j),(138.71202344867677+242.94964618461637j),(-0.6399424960875197+0.3563036418611961j)
2024-11-14T07:03:30.000000,(140.08328262064106-241.68548508578235j),(-279.77234644830577-0.31465122330744666j),(139.73882940480138+241.7112422212699j),(0.016588525712254897-0.0962980292733114j)
2024-11-14T07:03:40.000000,(140.1965904547261-241.6350614247926j),(-279.75528475893185-0.40338355102211865j),(139.22166224099928+242.1365301191443j),(-0.11234402106882915+0.032695047776536604j)
2024-11-14T07:04:00.000000,(139.50060185628232-242.02683746170402j),(-279.8517192251548+0.07964548898501637j),(139.07805856901112+242.51317479064318j),(-0.4243529332871012+0.1886609393080415j)
2024-11-14T07:04:10.000000,(139.27483109507094-242.54006681732795j),(-279.5801302600107+0.2353914834356775j),(139.19806893106738+242.62562547352928j),(-0.3690767446241334+0.10698337987898536j)
2024-11-14T07:04:20.000000,(139.4530956445021-242.09815137196247j),(-279.9057823166097+0.7334531948618804j),(139.958286229185+241.91166406018806j),(-0.1648001476408791+0.1823219610291326j)
2024-11-14T07:04:30.000000,(140.07901248705272-242.32381801528444j),(-280.0501436260252-0.2356726060951156j),(139.19728971199137+243.14165101156638j),(-0.2579471423270269+0.19405346339558796j)
2024-11-14T07:04:50.000000,(137.61958571671508-244.5897338166179j),(-280.85582843331275+0.0019125378211476336j),(137.9293868564924+243.8961391952003j),(-1.7689519533683926-0.23056069453215067j)
2024-11-14T07:05:00.000000,(140.1828612532569-242.58594958088972j),(-280.06665554023556-0.7809539126283386j),(137.1583586661102+244.35040886325018j),(-0.9084785402894924+0.3278351232440347j)
