t,a,b,c,n
2024-11-14T07:00:00.000000,(-203.12867452113332-930.2263437341087j),(-2586.9069776125225-896.097375190505j),(-1377.3168230895737+1199.083942891855j),(-1389.1174917410763-209.0799253442529j)
2024-11-14T07:00:20.000000,(123.89841124738989-1967.7437281596312j),(-2258.195050877101-1924.8384199853463j),(-1044.655456682349+166.42297781747587j),(-1059.6506987706869-1242.053056775834j)
2024-11-14T07:00:50.000000,(674.6125481828801-1875.292805330491j),(-1705.7036500833465-1836.475491248381j),(-495.4413865375615+258.31728664671033j),(-508.8441628126758-1151.1503366440543j)
2024-11-14T07:01:10.000000,(375.2565536371301-1821.9383316985081j),(-2006.5716880612263-1779.1319820674753j),(-791.4013709001769+313.84573670210057j),(-807.5721684414242-1095.7415256879613j)
2024-11-14T07:01:20.000000,(800.7801170827416-1234.7592374627664j),(-1582.147851278255-1191.7901583605835j),(-367.3771385915359+900.8289948324739j),(-382.9149575956829-508.57346699695876j)
2024-11-14T07:01:40.000000,(562.1401407010582-1239.6786319197317j),(-1819.625237186153-1186.1306092464763j),(-601.095203756274+900.9744083016164j),(-619.5267667471228-508.27827762153055j)
2024-11-14T07:01:50.000000,(628.9551691340966-1706.1871976504524j),(-1752.103742354602-1671.6013194419652j),(-538.5039794340282+425.0467544716008j),(-553.8841842181777-984.247254206939j)
2024-11-14T07:02:10.000000,(738.0649732331082-1718.6231562638889j),(-1644.4787830795688-1677.8784652063782j),(-432.11637630300686+416.82765568693395j),(-446.176728716489-993.224655261111j)
2024-11-14T07:02:20.000000,(823.8626830117399-1404.8520277398272j),(-1559.9395524294212-1363.1510124869656j),(-358.3065272046712+728.0845850575998j),(-364.794465540784-679.9728183897311j)
2024-11-14T07:02:30.000000,(1100.658546027629-1060.2201250872338j),(-1285.2678170542029-1017.0560740213659j),(-70.79062499626937+1076.4626222154773j),(-85.13329867428095-333.604525631041j)
2024-11-14T07:02:50.000000,(439.33331972611774-1461.9821851347733j),(-1944.3125087111935-1421.4956546989392j),(-724.7966734352304+672.8363752314117j),(-743.2586208067687-736.8804882007671j)
2024-11-14T07:03:00.000000,(964.5923415965798+582.333627941824j),(-1418.9988909025458+625.6041953970603j),(-203.15776834986994+2719.2645993622464j),(-219.18810588527853+1309.0674742337103j)
2024-11-14T07:03:20.000000,(194.49510217691795-1412.0332158770507j),(-2187.5356409138094-1367.0647386772985j),(-965.2469047562341+724.2969689034251j),(-986.0958144977083-684.9336618836414j)
2024-11-14T07:03:30.000000,(633.7777090222303-812.8052208309593j),(-1748.0777078793067-765.2942959227705j),(-536.4137345533939+1323.9199611596575j),(-550.2379111368233-84.72651853135756j)
2024-11-14T07:03:40.000000,(836.4929910132477-1604.3263826908137j),(-1546.2855292357976-1560.4257499049281j),(-334.6038627212495+531.9881303775966j),(-348.132133647933-877.5880007393819j)
2024-11-14T07:04:00.000000,(146.15118055960642-1316.643139264185j),(-2238.549917009302-1270.8866687107404j),(-1021.0810895630557+820.8127344082487j),(-1037.8266086709168-588.9056911888923j)
2024-11-14T07:04:10.000000,(844.7032245920079-1199.0401996647608j),(-1538.7185736802367-1156.606531942779j),(-321.1623732862826+937.4229325297908j),(-338.392574124837-472.74126635924983j)
2024-11-14T07:04:20.000000,(792.5820434958738-1526.7729177717347j),(-1591.3383939991934-1481.1811742702016j),(-367.7421034496569+611.0678312346216j),(-388.83281798432535-798.9620869357716j)
2024-11-14T07:04:30.000000,(644.5540146765684-1467.4738646499582j),(-1739.2494395669357-1422.8442773512722j),(-521.6879875471168+670.0275767417565j),(-538.7944708124944-740.0968550864915j)
2024-11-14T07:04:50.000000,(680.5092813147619-1643.079340180912j),(-1704.4390588470428-1598.4327900731496j),(-471.57766016465706+494.0352255974407j),(-498.50247923231257-915.8256348855404j)
2024-11-14T07:05:00.000000,(966.7443151325808-1622.2572498401023j),(-1417.0086034155343-1580.2739533759038j),(-211.19251036660634+514.7626716976854j),(-220.48559954985305-895.9228438394401j)
