t,a,b,c
2024-11-14T07:00:00.000000,(-3.5955444031001247+166.63864147939265j),(146.98719699947029-80.439849873312j),(-143.53804238721284-86.58125746451508j)
2024-11-14T07:00:20.000000,(0.6601596698174889+158.39550410237268j),(137.54641564757046-80.30893508902857j),(-138.52295118368835-78.5918612911122j)
2024-11-14T07:00:50.000000,(-4.455231840436315+167.0002793788229j),(148.1551104696836-80.1090177639383j),(-143.9266247183539-87.33956091841804j)
2024-11-14T07:01:10.000000,(-0.5492051682603554+166.57753684083065j),(145.42382351630528-83.23569190887463j),(-145.18917758952972-83.84481659930886j)
2024-11-14T07:01:20.000000,(-1.0046338126448746+168.60950565363248j),(147.3776481001267-83.82127106968663j),(-146.53460675968375-85.23974886025704j)
2024-11-14T07:01:40.000000,(-1.203075001134991+158.92391275014833j),(139.21425605498862-78.73906629657569j),(-138.14958140201077-80.70851373643721j)
2024-11-14T07:01:50.000000,(-3.097353289553388+167.5047678377525j),(147.40077209537972-81.35363768412708j),(-144.7786367702874-86.20507932334232j)
2024-11-14T07:02:10.000000,(-2.19159375176051+167.05395508857447j),(146.63240448540168-82.13267356988634j),(-144.97807927011684-85.22136476478234j)
2024-11-14T07:02:20.000000,(-3.7746116441821203+168.50767946435656j),(148.84724796354487-81.31276402554951j),(-145.27191720088618-87.63014926252964j)
2024-11-14T07:02:30.000000,(-2.239246764480612+169.8877839224108j),(149.1586311941707-83.47248825632899j),(-147.28332209500184-86.91643714260339j)
2024-11-14T07:02:50.000000,(-0.681027091157782+167.33894833788437j),(145.96594281068104-83.3495693835738j),(-145.90751298312912-84.13262762796053j)
2024-11-14T07:03:00.000000,(-1.3570851357658589+167.87619649174152j),(147.1801526765363-83.10230882901773j),(-146.1878163069967-85.23485879169684j)
2024-11-14T07:03:20.000000,(-0.00536606802317094+158.82173719715806j),(138.33529869874295-79.903483276152j),(-138.72214523093652-79.3355923502581j)
2024-11-14T07:03:30.000000,(-0.9658657638685805+166.18846103403945j),(145.14806146894227-82.43061363238708j),(-144.80231185478664-83.8387768047161j)
2024-11-14T07:03:40.000000,(-4.090431258680264+167.75783369446745j),(148.3041455922937-80.7884857958366j),(-144.60475176599869-87.40914066519842j)
2024-11-14T07:04:00.000000,(0.8046348614911458+159.18659288576507j),(138.30264890839717-81.01159813345845j),(-139.4705992061255-78.93233247327052j)
2024-11-14T07:04:10.000000,(-2.0123261930415746+156.99037579798207j),(137.6713965659931-77.37362945446078j),(-136.05170488824336-80.14323159130568j)
2024-11-14T07:04:20.000000,(-4.05874589556068+158.98992215273503j),(140.51065471963457-76.6309785382148j),(-136.88978236621173-82.95981770088339j)
2024-11-14T07:04:30.000000,(-1.8333390148361848+166.84261174364713j),(146.17373526325-82.50800428342393j),(-144.80479639309422-84.91543795875192j)
2024-11-14T07:04:50.000000,(0.3209936598473522+169.40540161447083j),(147.11279112927792-85.64238449435828j),(-148.0189827242589-84.25206939276752j)
2024-11-14T07:05:00.000000,(-0.7759200018008577+169.60359306203077j),(148.12082260848013-84.63650519883291j),(-147.7398824176466-85.51275066343995j)
