t,a,b,c,n
2024-11-14T07:00:00.000000,(136.0465561842015-246.13308749387897j),(-271.9797100373852+2.877546750967004j),(141.43361383184708+239.19249180261912j),(1.8334866595544812-1.354349646764286j)
2024-11-14T07:00:20.000000,(135.28990594866457-246.67079541165563j),(-271.88834189834955+3.9135482503917327j),(141.7743666155459+238.7645522666547j),(1.7253102219536478-1.3308982982030617j)
2024-11-14T07:00:30.000000,(134.6144155672104-246.40775226567297j),(-271.9476848339928+4.338010355429516j),(141.568908281647+239.39036704354794j),(1.4118796716215036-0.893124955565177j)
2024-11-14T07:00:50.000000,(135.15433315366823-245.70574070723146j),(-271.98561980988967+4.333905126431744j),(141.09972662246204+240.06392687116j),(1.4228133220801953-0.43596956987989655j)
2024-11-14T07:01:00.000000,(134.60575442480197-246.63871558401704j),(-271.83205403382675+4.760136421797191j),(142.37470384595093+239.06140774788625j),(1.716134745642083-0.9390571381112158j)
2024-11-14T07:01:10.000000,(135.0251059455452-246.17448853733111j),(-271.8958580246524+4.594195487033915j),(141.91381115807962+239.6506774830446j),(1.6810196929907915-0.6432051890842131j)
2024-11-14T07:01:20.000000,(135.22245903334252-246.952073418076j),(-272.0122233003043+3.804256523362782j),(141.89372473944076+238.81171933873705j),(1.701320157493003-1.445365851992061j)
2024-11-14T07:01:40.000000,(134.58730101331759-247.36892230122572j),(-271.9646340226269+5.18103000247641j),(142.23750926892978+238.34139758046769j),(1.6200587532068078-1.2821649060938898j)
2024-11-14T07:01:50.000000,(135.0195290868102-244.88713191184516j),(-271.9055996662863+4.398419576348461j),(141.62958228835168+240.83580180309855j),(1.581170569625191+0.11569648920060115j)
2024-11-14T07:02:20.000000,(137.2055006827233-246.276183586612j),(-271.94828921173877+3.8552130730341596j),(140.79422998254003+238.95032009005948j),(2.0171471511748673-1.1568834745061147j)
2024-11-14T07:02:30.000000,(135.87476376293745-246.36239636227438j),(-272.0905869653734+4.53637690515854j),(142.1169980666996+239.6310396661889j),(1.967058288087895-0.7316599303089895j)
2024-11-14T07:02:50.000000,(134.84899937095028-246.0296117992516j),(-271.9594717869396+4.339721129304148j),(142.53030880119178+239.8101529892648j),(1.8066121284007515-0.62657922689422j)
2024-11-14T07:03:00.000000,(135.17754401895306-246.78542070571655j),(-272.0782019425028+4.16131731499341j),(142.01239429589975+239.236651045333j),(1.7039121241166808-1.129150781796703j)
2024-11-14T07:03:10.000000,(134.95743094336532-246.95562496174705j),(-272.0255980573242+4.44978342843991j),(142.42262724434207+238.96575484949642j),(1.7848200434610715-1.1800288946035722j)
2024-11-14T07:03:20.000000,(134.1816911282833-246.15818919057708j),(-271.9811494845369+4.914699667166261j),(142.66475514611474+239.53938055666308j),(1.6217655966203934-0.5680363222492592j)
2024-11-14T07:03:30.000000,(135.4159020318237-246.7601319031499j),(-271.9221766067127+4.648153145451602j),(141.47850460918502+238.72503435206914j),(1.6574100114319996-1.1289814685430566j)
2024-11-14T07:03:40.000000,(135.52472862639522-246.3603179586095j),(-272.0144541685637+4.580168412813484j),(141.4900841496362+239.43284228802315j),(1.666786202489216-0.7824357525909367j)
2024-11-14T07:03:50.000000,(135.04436347567125-245.63236166383405j),(-272.1273569369288+5.1496591545855805j),(141.7286311621041+240.15651336064596j),(1.5485459002821866-0.108729716200838j)
2024-11-14T07:04:00.000000,(135.23929440983346-246.94601876483276j),(-272.0836611598844+4.339892951223434j),(142.32345319069907+238.90558374636595j),(1.8263621468827131-1.23351402241446j)
2024-11-14T07:04:10.000000,(134.9015637140342-245.8272321259846j),(-272.123517280793+4.964538148248416j),(142.14329745686067+240.18722506719575j),(1.6404479633672853-0.22515630351348995j)
2024-11-14T07:04:20.000000,(134.28704794678168-245.8640396033221j),(-272.1167114487226+5.415463781641755j),(142.88402466418094+240.0860893069778j),(1.684787054080031-0.12082883823418364j)
2024-11-14T07:04:30.000000,(134.86032834447386-245.64108607016553j),(-272.25333071927696+5.519086758618165j),(142.06409206259232+240.35052667331658j),(1.5570298959297324+0.07617578725639569j)
2024-11-14T07:05:00.000000,(136.21903835855693-246.5873214860854j),(-272.20410175496994+4.224222928591995j),(140.71965158190272+239.5962641068465j),(1.578196061829921-0.9222781502156274j)
