t,a,b,c,n
2024-11-14T07:00:00.000000,(1528.9197347270463-406.56723886975095j),(-964.0375935820437-380.98964114648146j),(303.7217410279184+1755.7456376197483j),(1.057897096096734e-15-2.5244357908759235e-16j)
2024-11-14T07:00:20.000000,(1524.2097150970271-410.2031999662626j),(-971.7109265298855-376.33622093163865j),(306.02230244534627+1756.9675778054682j),(1.5426089877188446e-15-1.290760145195294e-15j)
2024-11-14T07:00:50.000000,(1525.7266849617563-406.4346676952653j),(-966.713329242554-379.314882960873j),(303.5451484952382+1754.7561395319303j),(1.1602375734463053e-15+5.420750815510437e-15j)
2024-11-14T07:01:10.000000,(1527.0482659897486-408.7987438993718j),(-964.392586703728-379.5869991371577j),(307.48302160441574+1754.4463989843143j),(-3.0429980673570027e-15-2.1124876595882627e-14j)
2024-11-14T07:01:20.000000,(1521.862047814877-407.6967492835313j),(-970.5477466222217-378.1153801546006j),(302.5000706374228+1755.1166002477275j),(2.0442967629841534e-16+2.0863781149007906e-15j)
2024-11-14T07:01:40.000000,(1518.7057784589017-418.4476330321638j),(-974.1354340081068-369.9492054969756j),(316.0633150185256+1755.005499376832j),(9.134860677181662e-15+2.1237943717792383e-14j)
2024-11-14T07:01:50.000000,(1527.2477107092188-412.98880837435655j),(-964.8991235553408-376.0222986224868j),(312.944574531129+1752.6381300803414j),(1.7008508264736727e-15+2.6156477014713773e-15j)
2024-11-14T07:02:10.000000,(1525.5848279662605-408.0585144543444j),(-967.1289484132236-378.5872840954777j),(304.15335009564194+1756.3789477986352j),(8.937041003141357e-15-5.752491804375914e-15j)
2024-11-14T07:02:20.000000,(1519.7093579348236-401.5832172229279j),(-971.3426540564736-380.43792027940754j),(292.9249877453518+1757.0631640223535j),(2.716026281872807e-15-2.260764831197897e-15j)
2024-11-14T07:02:30.000000,(1525.4499988913606-406.04250024067767j),(-967.3105610355491-379.68911418790304j),(303.02805930140556+1755.5282954121535j),(9.50032055694983e-16+1.8587965158646097e-14j)
2024-11-14T07:02:50.000000,(1521.9496776326994-406.57414513036974j),(-970.9571689035115-377.7177943492753j),(301.65615891772666+1756.5595226184112j),(-5.136901461928826e-15+6.945590819147733e-15j)
2024-11-14T07:03:00.000000,(1528.7244209197006-409.1771870389004j),(-964.2610653487436-379.3194546115025j),(307.52846245008254+1754.9672061436777j),(-2.486357075803479e-15-1.2521189151228066e-14j)
2024-11-14T07:03:20.000000,(1522.0903268732916-416.994598189546j),(-972.2186567715482-372.2481854207775j),(312.82393726669847+1755.5135322251078j),(2.8113532810005774e-15+2.579771903746267e-15j)
2024-11-14T07:03:30.000000,(1534.537796137159-407.7111866678747j),(-958.2189798949443-382.0250291133962j),(310.83487069548374+1754.7531032553666j),(1.9270376046834927e-15+3.759523600674536e-15j)
2024-11-14T07:03:40.000000,(1526.6774449065945-404.69288550817794j),(-966.2419823806932-380.7516887174385j),(300.05963313211447+1755.9965468923383j),(7.115722612564439e-15+3.939933332727817e-16j)
2024-11-14T07:04:00.000000,(1521.0820949377037-411.8217193704337j),(-973.5756450811787-374.2770360747291j),(304.84990141085103+1756.9587649153173j),(4.539496185008575e-15-4.227739234202584e-15j)
2024-11-14T07:04:10.000000,(1523.887865726016-410.41320622834957j),(-971.2191699401121-376.2480122958617j),(305.2403229209313+1757.007288202881j),(7.091402133511715e-17+4.988936475626376e-15j)
2024-11-14T07:04:20.000000,(1520.8548828111343-417.1747848119531j),(-972.9555316700648-371.74058252430194j),(314.23756651264085+1755.6743851997796j),(9.341275492927764e-16+1.856067527116317e-15j)
2024-11-14T07:04:30.000000,(1540.5703656173625-415.74457029549404j),(-953.8598929043666-378.63797274323167j),(325.91962925479385+1752.0711498291073j),(4.078348954693252e-16-1.6206424524925294e-16j)
2024-11-14T07:04:50.000000,(1529.1398369607884-418.4167229663696j),(-963.9554592811018-374.3809583548935j),(319.97999960699644+1753.402932870539j),(9.877537778965578e-16+5.322890225236782e-16j)
2024-11-14T07:05:00.000000,(1521.208937448268-398.1529043543239j),(-972.0769421667807-383.1053599873132j),(288.51490756198365+1759.5160925901828j),(-5.111647582161559e-15+6.286050302348053e-16j)
