t,a,b,c,n
2024-11-14T07:00:00.000000,(142.6991973674636-254.9476087223169j),(-291.7422534243576+2.9897427382020254j),(147.4050643995567+251.2747080078332j),(-0.5459972191124488-0.2277193254272276j)
2024-11-14T07:00:20.000000,(142.01479237462425-254.9265516893193j),(-291.23239919010786+3.054993574643245j),(148.1147410651108+250.7061664099456j),(-0.36762191679096456-0.38846390157681926j)
2024-11-14T07:00:30.000000,(142.22422161681615-255.26605987882283j),(-291.8435438408764+3.579415975578622j),(148.68860578519278+250.8946485133505j),(-0.3102388129558348-0.2639984632979262j)
2024-11-14T07:00:50.000000,(142.6344366746532-254.91710837187702j),(-291.5122873316673+2.9677175168806365j),(147.7232056626345+251.01947317448563j),(-0.38488166479319735-0.30997256017025515j)
2024-11-14T07:01:00.000000,(142.89613085142474-255.11324166398174j),(-291.847125575237+3.2331115411870734j),(148.14533041985203+251.34389496666955j),(-0.26855476798674344-0.17874505204169344j)
2024-11-14T07:01:10.000000,(142.83402691696998-254.3352995647932j),(-291.4946423429728+3.249024373721408j),(148.82951069429183+250.70055641600794j),(0.05629842276303259-0.1285729250212724j)
2024-11-14T07:01:20.000000,(143.2484168017176-254.02812514444065j),(-291.6050443931093+3.3555741138899595j),(149.6454814428022+250.4604391664319j),(0.42961795047017287-0.07070395470626263j)
2024-11-14T07:01:40.000000,(141.0078196157337-254.73256447638826j),(-290.85475812552886+4.752491411892779j),(149.90691252241444+249.26300231391104j),(0.019991337539756245-0.23902358352814573j)
2024-11-14T07:01:50.000000,(142.4725429329612-254.52819419535334j),(-291.3619625933085+3.504667846108921j),(149.45335739055577+250.23039958400685j),(0.18797924340284888-0.2643755884125319j)
2024-11-14T07:02:20.000000,(143.25663537480813-254.45040508761366j),(-291.667381102625+2.4343113497856654j),(147.96531203289973+251.1696136736631j),(-0.14847789830569413-0.2821600213882956j)
2024-11-14T07:02:30.000000,(143.15613978453413-255.1264005580266j),(-292.0278345921854+2.7898470151807593j),(148.88859729099732+251.41954335211526j),(0.005634161115344361-0.30567006357685994j)
2024-11-14T07:02:50.000000,(142.08865468718773-255.89334090264606j),(-291.76116365141564+2.870457419666793j),(148.554640278028+251.05112631138337j),(-0.3726228953999738-0.6572523905319704j)
2024-11-14T07:03:00.000000,(142.65295179306432-255.13076183856737j),(-291.9020001898122+3.2725171031771825j),(149.09901462689064+250.97425097085778j),(-0.050011256619090214-0.2946645881774685j)
2024-11-14T07:03:10.000000,(142.1336962440779-255.9604022738847j),(-291.89722009212255+2.9540370806726695j),(148.76966992638842+251.21379049834476j),(-0.33128464055207324-0.5975248982890993j)
2024-11-14T07:03:20.000000,(141.40203888595227-255.27624747220713j),(-291.2509742468737+4.10792064478262j),(148.48108986959903+250.23712625644555j),(-0.4559484971074644-0.3104001903263226j)
2024-11-14T07:03:30.000000,(142.83626794426593-254.15405844617567j),(-291.4511873625001+4.013119116967986j),(149.9917172751544+250.03094721820275j),(0.45893261897339355-0.03666403700164183j)
2024-11-14T07:03:40.000000,(142.97933385972786-254.28528790912802j),(-291.60618337789066+3.6772732454193906j),(149.39323182269527+250.4208499029847j),(0.25546076817749497-0.06238825357463992j)
2024-11-14T07:03:50.000000,(143.0102778736191-254.38635794703248j),(-291.7932431196123+4.028013340095659j),(149.8579542509514+250.43999519029836j),(0.35832966831938556+0.02721686112051364j)
2024-11-14T07:04:00.000000,(142.02011746546677-254.56965303575163j),(-291.2638516228836+3.987653761206145j),(148.9975560061293+250.16471648720085j),(-0.0820593837624786-0.13909426244821027j)
2024-11-14T07:04:10.000000,(141.64460678094756-255.03633343273796j),(-291.1416298625423+3.860200484191864j),(148.70958476476346+250.16515705466307j),(-0.262479438943763-0.33699196462767955j)
2024-11-14T07:04:20.000000,(142.2028590154248-254.27327452028644j),(-291.33790580794255+4.637390819092826j),(149.65550760589971+249.9446297181143j),(0.17348693779400248+0.10291533897354622j)
2024-11-14T07:04:30.000000,(142.52299248725507-255.2916766357323j),(-292.02346642764024+3.704150369298838j),(149.19946853503993+250.976360768255j),(-0.10033513511507254-0.2037218327261391j)
2024-11-14T07:05:00.000000,(142.50063590201012-256.0451529664547j),(-292.34128526276413+2.8110759103949543j),(147.09220832080496+251.93111056452662j),(-0.9161470133163729-0.4343221638443551j)
