t,a,b,c
2024-11-14T07:00:00.000000,(-39.80307645226756-275.3490410450998j),(-210.53700512980262+150.92834992243993j),(253.74540218164518+120.69142729102778j)
2024-11-14T07:00:20.000000,(-39.548834450308526-274.2848495128882j),(-208.5478794482761+153.04691825052484j),(251.51498213026218+116.9036145365958j)
2024-11-14T07:00:30.000000,(-39.19301630373505-271.12393166501704j),(-206.308905350196+155.13709118690466j),(248.59372189799058+112.05289835463806j)
2024-11-14T07:00:50.000000,(-40.246543787692886-276.9663808793776j),(-210.5113176684666+161.20168186054866j),(254.18563675206545+111.76593449865689j)
2024-11-14T07:01:00.000000,(-40.764719294478226-278.2555707715281j),(-210.75748631717482+161.11692353549702j),(255.0720733169612+112.71690336306925j)
2024-11-14T07:01:10.000000,(-39.84646123740248-276.8718499641725j),(-211.97164514311166+160.37147331081388j),(255.40807042364722+112.61195392480963j)
2024-11-14T07:01:20.000000,(-41.59448157405112-278.936563138991j),(-211.47617300578165+160.27841248168252j),(256.47618073467345+114.67574172242321j)
2024-11-14T07:01:40.000000,(-42.1026636732522-273.3695064753108j),(-209.8180221731453+153.54680873815266j),(254.72798019436476+115.9278079119173j)
2024-11-14T07:01:50.000000,(-41.45196563300581-273.70096422319153j),(-210.03024400635707+153.2823275778064j),(254.4781549601963+116.47519528118798j)
2024-11-14T07:02:10.000000,(-40.63736099672952-270.34162817563686j),(-208.84200028655195+148.72863574799635j),(252.638090126719+117.4875190710084j)
2024-11-14T07:02:20.000000,(-40.850197199965706-269.6599395288367j),(-206.66044834654372+146.6216499081886j),(250.86334129059014+118.9357167943425j)
2024-11-14T07:02:30.000000,(-41.63776642136169-270.4839221469096j),(-206.36065479174712+147.53314750789892j),(251.23795756379357+118.81209220719118j)
2024-11-14T07:02:50.000000,(-40.25056484771433-270.2674615636579j),(-206.0965562885754+149.31795435052024j),(249.6636945174977+117.09353854359354j)
2024-11-14T07:03:00.000000,(-39.51090191655524-267.33642963420357j),(-204.90811013174346+151.32289142608596j),(247.4055954473574+112.28995494416266j)
2024-11-14T07:03:10.000000,(-39.63604313609036-265.81099303439333j),(-204.5522186209011+151.66296126808757j),(247.0690362541105+110.01146023365747j)
2024-11-14T07:03:20.000000,(-39.051347385991214-266.6189661948473j),(-204.65181066412129+151.04801665481287j),(247.0218935573965+111.48792157516185j)
2024-11-14T07:03:30.000000,(-40.057505765691744-267.55825584685203j),(-204.1866486801132+151.0593863108916j),(247.5360840830165+112.69464283042788j)
2024-11-14T07:03:40.000000,(-41.02662057343981-268.3865439142769j),(-205.53113378611724+150.17669776920647j),(249.60666766833648+114.01039567939763j)
2024-11-14T07:03:50.000000,(-40.56088763614443-268.0677449346372j),(-206.28322364993033+148.92746512753897j),(250.31255656779982+115.1015784505394j)
2024-11-14T07:04:00.000000,(-41.132778388212905-269.58055774523126j),(-206.62757072581547+148.44413905371286j),(250.96400688213268+116.91726867252027j)
2024-11-14T07:04:10.000000,(-43.04700491706957-270.1045520014859j),(-206.85938891655547+149.5196237290436j),(252.82443358761628+116.71463363375658j)
2024-11-14T07:04:20.000000,(-42.78306080326453-274.26919133993835j),(-209.34135037293066+150.57368048812108j),(254.98005813787813+119.7391081456988j)
2024-11-14T07:04:30.000000,(-40.54759328299669-253.85829149924058j),(-194.12448963353967+138.70948574440192j),(237.70971438890444+111.3245091001899j)
2024-11-14T07:04:50.000000,(-42.06666923142693-257.82236458859325j),(-197.07227294000003+144.8487594691463j),(242.46570241446878+109.1090504842546j)
2024-11-14T07:05:00.000000,(-39.9368306361179-258.31847528156277j),(-197.77307626139472+144.0197430500034j),(240.76898635910538+110.47307534170965j)
