t,a,b,c,n
2024-11-14T07:00:00.000000,(142.1063685984735-243.28817826834307j),(-279.87637034515177-0.09356866554942363j),(140.29045086035669+244.6780288189553j),(0.8401497045594767+0.4320939616875957j)
2024-11-14T07:00:20.000000,(141.31537668021392-243.47078091603075j),(-280.20349118094487+0.033746882587049j),(140.78991019624047+244.69604639043837j),(0.6339318985031717+0.419670785664894j)
2024-11-14T07:00:30.000000,(140.98692272368456-243.51615349502129j),(-280.6985008749096+0.4301967303828659j),(140.73439715306637+244.42240323596658j),(0.34093966728045927+0.44548215710939004j)
2024-11-14T07:00:50.000000,(141.54062324974652-243.25614313145803j),(-280.02420595287595-0.030296217096643378j),(140.22440424653198+244.44035581858722j),(0.5802738478008453+0.3846388233441733j)
2024-11-14T07:01:00.000000,(141.44398744612965-243.22855195840134j),(-280.86480266698663+0.05084626214187751j),(139.92991240011895+244.81329391729338j),(0.16969905975398863+0.5451960736779634j)
2024-11-14T07:01:10.000000,(141.12698577645628-242.83011161155315j),(-280.8775970477414-0.18570267812861332j),(140.39209508876024+243.98954857143926j),(0.21382793915837864+0.3245780939191673j)
2024-11-14T07:01:20.000000,(140.51560896657-242.83183672787342j),(-281.8978249566819-0.5143662644464021j),(140.14023620396313+243.26420755579156j),(-0.4139932620496082-0.027331812176076564j)
2024-11-14T07:01:40.000000,(139.30415170660444-243.39030254857386j),(-280.68122432883524+1.7491177804435438j),(141.7842536691289+243.05099850355379j),(0.13572701563271644+0.4699379118078195j)
2024-11-14T07:01:50.000000,(140.07262683532787-243.02621497632688j),(-281.2672690405008+0.2311340527749106j),(140.55366662393345+243.4534772317386j),(-0.21365852707984068+0.21946543606222504j)
2024-11-14T07:02:20.000000,(141.4316774098532-242.78515557630874j),(-280.88308408154444-0.771859149262798j),(139.69945585694072+244.39357657447493j),(0.08268306174981203+0.2788539496344725j)
2024-11-14T07:02:30.000000,(141.28212046432958-243.01452926545133j),(-281.3633716665839-0.1815098684230035j),(140.36693235447368+245.01939244822802j),(0.09522705073975742+0.6077844381178955j)
2024-11-14T07:02:50.000000,(140.85764496917068-243.20194280031998j),(-280.6615398621194+0.6150290507196198j),(140.66529287907068+245.45331703302713j),(0.28713266204066806+0.9554677611422299j)
2024-11-14T07:03:00.000000,(140.97654256349463-243.23893931668957j),(-281.2111923086608+0.10241171220610869j),(140.65361173650564+244.48675537485056j),(0.13965399711314588+0.45007592345570147j)
2024-11-14T07:03:10.000000,(140.7732038321438-243.20637612886688j),(-280.9038115763467+0.7200745380098766j),(140.70769992692004+245.65437222978466j),(0.19236406090570016+1.0560235463092142j)
2024-11-14T07:03:20.000000,(140.87698555630377-243.82496404753255j),(-279.9926953682012+1.0294794496097293j),(141.40655619279175+244.14658646600677j),(0.7636154602980972+0.45036728936131987j)
2024-11-14T07:03:30.000000,(140.26179737194198-243.26972183302604j),(-281.72786736756933-0.027990554725661074j),(140.77002786057247+242.70230843485626j),(-0.23201404501829712-0.19846798429849127j)
2024-11-14T07:03:40.000000,(140.55800991649753-243.06636954520508j),(-281.52262088149433-0.005071243901321552j),(140.42979509525145+243.2711391157649j),(-0.1782719565817844+0.06656610888616356j)
2024-11-14T07:03:50.000000,(140.63310029444415-243.14485911850244j),(-281.80724115758187+0.19038350786174166j),(140.69151143676422+243.3707492791182j),(-0.16087647545782457+0.1387578894924986j)
2024-11-14T07:04:00.000000,(140.7868127808039-243.48150259521498j),(-280.6394511051566+0.49075673141248755j),(141.20869241380518+243.6437506978734j),(0.4520180298175237+0.21766827802364647j)
2024-11-14T07:04:10.000000,(140.35739187405247-243.42189690935552j),(-280.5924853120132+1.2798185461041713j),(141.15801039942139+244.32570392258725j),(0.3076389871535284+0.7278751864452976j)
2024-11-14T07:04:20.000000,(140.03774860835784-243.5215017169842j),(-281.4018904321564+1.1962250959942071j),(141.41924021685645+243.05708280916184j),(0.018366131019307643+0.24393539605728864j)
2024-11-14T07:04:30.000000,(140.95117611058689-243.62342948964502j),(-281.23421193828307+0.3387002059778668j),(140.92127495917399+244.3803150717927j),(0.21274637715926548+0.3651952627085212j)
2024-11-14T07:05:00.000000,(142.75898293280358-244.76359139362495j),(-279.6180813554898-1.1269337203041492j),(140.53642867241095+244.76062209252675j),(1.225776749908258-0.37663434046745453j)
