t,a,b,c,n
2024-11-14T07:00:00.000000,(1157.079069785906-811.7958518912691j),(-1278.0932819384118-809.1560235690673j),(-62.58847484633017+1306.4833636053197j),(-61.20089566627826-104.82283728500565j)
2024-11-14T07:00:20.000000,(0.06422350606767353-980.8293979491204j),(-2436.09496369667-976.947678747979j),(-1214.5810005948008+1138.88968611951j),(-1216.870580261801-272.9624635258633j)
2024-11-14T07:00:50.000000,(1145.0724003806552-753.3165476651719j),(-1289.3222043443934-749.5498711361608j),(-72.06158783347337+1364.3945569984048j),(-72.10379726573709-46.157287267642765j)
2024-11-14T07:01:10.000000,(-3085.0819752295088-752.9684988108104j),(-5523.436211116093-750.1373184812833j),(-4301.729019651568+1360.3890941365428j),(-4303.41573533239-47.57224105185041j)
2024-11-14T07:01:20.000000,(1144.7129240303634-750.8335891256585j),(-1296.977445005067-747.7435682982295j),(-72.07257267777814+1359.5064593553795j),(-74.7790312174936-46.356899356169535j)
2024-11-14T07:01:40.000000,(1036.7139189257564-549.6303647266633j),(-1399.1992870224242-531.2000546864723j),(-164.83955140146094+1570.0906801863318j),(-175.77497316604274+163.08675359106525j)
2024-11-14T07:01:50.000000,(1004.3808242266884-932.4823333491645j),(-1433.5716429122333-924.9250981998878j),(-206.83828714917874+1181.7880773759305j),(-212.00970194490776-225.20645139104073j)
2024-11-14T07:02:10.000000,(1209.9883276006215-774.8269562792831j),(-1228.1611294559873-766.2040279654213j),(-3.6776002849387956+1344.0341343200957j),(-7.28346738010143-65.66561664153623j)
2024-11-14T07:02:20.000000,(1440.6631032435114-1319.7439434734863j),(-996.2357370386597-1321.705368237227j),(220.14376065814113+793.0129476744718j),(221.52370895433123-616.1454546787472j)
2024-11-14T07:02:30.000000,(1056.3076257726534-837.7811776408654j),(-1385.0343550194361-837.2620656644837j),(-162.62456320828446+1279.7326923384521j),(-163.7837641516889-131.7701836556325j)
2024-11-14T07:02:50.000000,(1328.2174345014907-805.3586424686475j),(-1108.645272460645-800.8926646268225j),(114.66715969457677+1317.019026843897j),(111.41310724514099-96.41076008385761j)
2024-11-14T07:03:00.000000,(989.5274987415668-559.2573159329871j),(-1450.791935574929-554.8260971643649j),(-226.28925024107113+1558.9271406402831j),(-229.18456235814426+148.28124251431026j)
2024-11-14T07:03:20.000000,(1224.7148303068839-785.2452078488676j),(-1210.4423767784008-772.5704857173238j),(15.134734423642477+1338.1402038570775j),(9.802395984042132-73.2251632363714j)
2024-11-14T07:03:30.000000,(1087.4293178796624-774.5786374773963j),(-1354.1956985485267-765.5207685256761j),(-125.43701143343257+1338.4060404890754j),(-130.7344640340988-67.23112183799907j)
2024-11-14T07:03:40.000000,(1203.8148501551664-812.7583272221325j),(-1236.5589897440855-805.6820985414101j),(-11.166760384516262+1300.8415431592962j),(-14.636966657811628-105.86629420141573j)
2024-11-14T07:04:00.000000,(819.442268266662-786.555384091712j),(-1619.1150428074598-776.4021361637933j),(-392.1017795819067+1332.031750905146j),(-397.258184707568-76.97525645011974j)
2024-11-14T07:04:10.000000,(1912.1730822331601-1043.3354486316719j),(-524.48346866066-1031.0924650562445j),(703.1418160258354+1078.9934469782656j),(696.9438098661121-331.811488903217j)
2024-11-14T07:04:20.000000,(5513.012860243206-761.2520629282184j),(3071.812383882385-745.2730057275962j),(4304.173296810375+1357.9117172578062j),(4296.332846978656-49.53778379933619j)
2024-11-14T07:04:30.000000,(1059.249411695806-829.0274884581895j),(-1382.3448178404553-821.5171045442195j),(-155.81396510073998+1292.0464226537447j),(-159.63645708179627-119.49939011622152j)
2024-11-14T07:04:50.000000,(1902.4346590353455-770.1472007926342j),(-533.1707472381986-757.3202817834972j),(695.3364138050675+1366.920993787325j),(688.2001085340715-53.515496262935564j)
2024-11-14T07:05:00.000000,(972.4182576414848-467.08670752169024j),(-1463.8047937584636-465.71598183150667j),(-249.45531211726967+1657.334710055586j),(-246.9472827447492+241.51067356746293j)
