t,a,b,c,n
2024-11-14T07:00:00.000000,(-32.0793292343569+25.333721525694884j),(30.35892679902122-5.6059535855535465j),(1.7204024353356775-19.727767940141337j),(2.6573016463294132e-12-1.572424616586906e-12j)
2024-11-14T07:00:20.000000,(-31.996808586505967+25.330460246546995j),(30.474338757286606-5.630773427090957j),(1.5224698292193601-19.699686819456037j),(2.2938831354191445e-12-1.7928490235241242e-12j)
2024-11-14T07:00:30.000000,(-31.983210042996177+25.435455744604003j),(30.45365819770255-5.798352242731814j),(1.5295518452936272-19.63710350187219j),(8.739509097759252e-13-7.111400490242196e-13j)
2024-11-14T07:00:50.000000,(-31.85410954297208+25.410483624964307j),(30.322609768059166-5.7453262567533j),(1.5314997749129111-19.665157368211005j),(1.5061671448202182e-12+1.3860653201067723e-13j)
2024-11-14T07:01:00.000000,(-32.026712323054106+25.536230712727154j),(30.493646221392225-6.033870711819575j),(1.5330661016618845-19.50236000090758j),(3.052712815510703e-12+2.4149359835743445e-13j)
2024-11-14T07:01:10.000000,(-31.899000099900032+25.21894681509058j),(30.46813284898711-5.648747124624377j),(1.4308672509129208-19.570199690466204j),(-6.817216675720997e-13-3.693777619201138e-12j)
2024-11-14T07:01:20.000000,(-31.94650870091449+25.340046062362926j),(30.349337593587332-5.704449229213349j),(1.5971711073271562-19.635596833149577j),(3.641495226084827e-12-2.405608421468009e-12j)
2024-11-14T07:01:40.000000,(-31.715513633521507+25.40757319569723j),(30.122812590201253-5.8199431057657245j),(1.5927010433202533-19.5876300899315j),(1.075545686834505e-13-5.646914847827202e-13j)
2024-11-14T07:01:50.000000,(-31.963699738097294+25.44676166398602j),(30.395660866192873-5.967538005503363j),(1.5680388719044178-19.47922365848266j),(-1.1340946134131225e-12-7.08433937148588e-13j)
2024-11-14T07:02:20.000000,(-31.716826816548725+24.67342292551501j),(30.416420152462965-3.149489358849788j),(1.3004066640857601-21.523933566665217j),(1.0077463557535486e-12+1.7566537549461866e-12j)
2024-11-14T07:02:30.000000,(-31.5462161681459+25.281108547604052j),(30.11903151577293-5.642121867910028j),(1.4271846523729683-19.638986679694025j),(3.4068883323600503e-13-2.911377710746496e-12j)
2024-11-14T07:02:50.000000,(-31.982565361663053+25.355554497037037j),(30.500126293648147-5.707970211373439j),(1.4824390680149035-19.647584285663594j),(-1.3041050999787954e-11+3.4189107207313746e-13j)
2024-11-14T07:03:00.000000,(-31.829441998619647+25.52182222812986j),(30.210440679260714-5.725346468624417j),(1.6190013193589323-19.796475759505444j),(1.7884372462823145e-12+3.061184255608766e-13j)
2024-11-14T07:03:10.000000,(-31.879481176669618+25.468468722636363j),(30.3947906810184-5.729897256170046j),(1.4846904956512155-19.73857146646631j),(2.7203298575001636e-12+9.59097716277593e-13j)
2024-11-14T07:03:20.000000,(-31.58468302436816+25.1634607613828j),(30.092567250300487-5.611445769182234j),(1.4921157740676751-19.55201499220057j),(-8.071957986976946e-13+1.046262204896041e-12j)
2024-11-14T07:03:30.000000,(-31.769201052352113+25.475596280973463j),(30.160847563091913-5.8473738430166735j),(1.6083534892601996-19.628222437956786j),(2.7332550665273287e-12-7.352251660335951e-13j)
2024-11-14T07:03:40.000000,(-31.884775406274372+25.52510541661338j),(30.356395084654626-5.940520096318453j),(1.5283803216197474-19.58458532029492j),(-1.9935682571020945e-12+7.46592223139313e-15j)
2024-11-14T07:03:50.000000,(-32.03039979429871+25.32675443883311j),(30.45870726074562-5.719829127420738j),(1.5716925335530934-19.60692531141237j),(3.0925631436814235e-12+1.7395197031619064e-13j)
2024-11-14T07:04:00.000000,(-31.846085441620428+25.501334025512j),(30.407275500750295-5.975838192175671j),(1.438809940870133-19.525495833336333j),(-3.347690041461181e-12+1.7976113730249363e-12j)
2024-11-14T07:04:10.000000,(-31.87592697385128+25.34455460366545j),(30.50601117688639-5.769921628126639j),(1.3699157969648907-19.57463297553881j),(-6.255589755526462e-13-9.16229831045655e-13j)
2024-11-14T07:04:20.000000,(-32.9558340034564+26.416808962894752j),(31.468126345427635-6.781838945661041j),(1.4877076580287683-19.634970017233712j),(3.7105184051371185e-12+1.6043516762746672e-12j)
2024-11-14T07:04:30.000000,(-31.727843514603133+25.411533930581374j),(30.167493922474296-5.798817591119536j),(1.5603495921288364-19.612716339461837j),(-2.5303124558530635e-12+5.465900336735511e-13j)
2024-11-14T07:05:00.000000,(-31.95560779309214+25.363293963638867j),(30.42655385637047-5.778339767293559j),(1.5290539367216645-19.584954196345304j),(1.6755941724345203e-12+2.9225336238843746e-12j)
