t,a,b,c,n
2024-11-14T07:00:00.000000,(131.621111759336-237.0566013877322j),(-271.54032452865084+5.819596225163285j),(133.64014921589185+239.96628760170677j),(-2.0930211844743294+2.9097608130459474j)
2024-11-14T07:00:20.000000,(131.2132485377647-237.42344825497366j),(-271.15818764720376+7.109160118847879j),(134.29830243277547+239.8115296367901j),(-1.8822122255545322+3.1657471668881034j)
2024-11-14T07:00:50.000000,(131.30588752394362-237.02099064904965j),(-270.9664337419314+6.914967651921852j),(133.8320754423714+240.4273346671407j),(-1.9428235918721035+3.4404372233376237j)
2024-11-14T07:01:10.000000,(130.63026172489884-237.7388695808302j),(-271.429311047568+7.034008992207881j),(134.10892183253904+239.90189306154792j),(-2.230042496710036+3.0656774909751983j)
2024-11-14T07:01:20.000000,(130.89294836135488-237.59942291166314j),(-271.4955532439366+7.141713754781448j),(134.1676471939327+239.94240488234186j),(-2.144985896216338+3.1615652418200684j)
2024-11-14T07:01:40.000000,(130.32235503338364-238.01535988728628j),(-271.41623819890435+8.517293951295194j),(134.49421417045068+239.59780099859935j),(-2.199889665023336+3.3665783542027548j)
2024-11-14T07:01:50.000000,(130.18971241399265-237.7881303817616j),(-271.85938170769833+5.43977120654294j),(133.3957273362761+239.79679714186514j),(-2.757980652476519+2.4828126555488392j)
2024-11-14T07:02:10.000000,(130.9903530478929-237.69651605937264j),(-271.5671920492559+6.775540861598257j),(133.70630376666543+240.15144551518614j),(-2.29017841156586+3.0768234391372435j)
2024-11-14T07:02:20.000000,(133.1925268168741-236.83922644102068j),(-270.7727047908556+7.44922088756275j),(133.38649445932046+240.29307688174984j),(-1.3978945048869942+3.634357109430644j)
2024-11-14T07:02:30.000000,(131.60011510793345-237.7540140001898j),(-271.50379877803476+7.08341105777874j),(134.45981835445684+240.09688298775023j),(-1.8146217718814956+3.1420933484463736j)
2024-11-14T07:02:50.000000,(130.21058217644804-237.89158305467768j),(-271.68117047891917+6.257624803963853j),(134.38178629302777+239.71391760919744j),(-2.3629340031477755+2.693319786161195j)
2024-11-14T07:03:00.000000,(130.81573493654662-237.85386761709313j),(-271.5069689704299+7.1346503038360725j),(134.24088176045754+240.06386438269107j),(-2.1501174244752668+3.114882356477992j)
2024-11-14T07:03:20.000000,(129.63455908726164-238.1773446177346j),(-271.71074452484197+6.9972870899369966j),(134.68538956911573+239.51317871320472j),(-2.4635986228215296+2.7777070618023774j)
2024-11-14T07:03:30.000000,(131.3403445052356-237.6084978973153j),(-271.17976875106655+7.865671604606835j),(133.99951464357522+239.81827463594385j),(-1.9466365340852192+3.358482781078466j)
2024-11-14T07:03:40.000000,(131.40117511187933-237.5778341711986j),(-271.334698491171+7.415733145179146j),(133.93596518697774+240.07544599580964j),(-1.9991860641046655+3.3044483232633963j)
2024-11-14T07:04:00.000000,(131.03981483019524-237.80910477143644j),(-271.4430149826307+7.496319278036126j),(134.6952208287396+239.83829501039213j),(-1.9026597745652782+3.1751698389972667j)
2024-11-14T07:04:10.000000,(130.42267771067156-237.88388884352565j),(-271.809044906273+6.9425655606794825j),(134.24507744307698+240.01057123829924j),(-2.380429917508165+3.0230826518176936j)
2024-11-14T07:04:20.000000,(129.6459928174348-238.3322466526311j),(-272.0462959351434+6.96368996167186j),(134.80441381991326+239.51238558060209j),(-2.5319630992650977+2.7146096298809366j)
2024-11-14T07:04:30.000000,(130.60077352812195-237.91995680944171j),(-271.7437956750084+7.309748580279108j),(134.39969824045386+239.974130901295j),(-2.2477746354775348+3.121307557377483j)
2024-11-14T07:04:50.000000,(128.54098872235946-238.76569069264625j),(-272.24674194282113+6.379144028440521j),(135.75022416987753+239.13860200855902j),(-2.651843016861395+2.2506851147844302j)
2024-11-14T07:05:00.000000,(132.15254256077125-237.4871109278393j),(-271.41902950821674+7.348661349217951j),(133.25052639599312+240.66537010126146j),(-2.005320183817459+3.5089735075467146j)
