t,a,b,c,n
2024-11-14T07:00:00.000000,(-209.01404306430308-716.6665825513387j),(-2653.1794759679133-717.1700897887283j),(-1435.775380758404+1407.8871546425135j),(-1432.6562999302068-8.649839232517886j)
2024-11-14T07:00:20.000000,(-314.38095397044725-870.9389386061j),(-2759.4809904892554-870.1470693128554j),(-1536.0129461165654+1255.063464160402j),(-1536.6249635254223-162.00751458618467j)
2024-11-14T07:00:30.000000,(-239.65395032436024-594.5662051977255j),(-2686.742128101487-590.4671433807134j),(-1461.0095306437356+1532.1039404301146j),(-1462.4685363565275+115.69019728389172j)
2024-11-14T07:00:50.000000,(-257.8279786854126-860.3095445725892j),(-2701.3282154958447-859.6194020270499j),(-1482.0454822164415+1263.7061316938739j),(-1480.400558799233-152.07427163525526j)
2024-11-14T07:01:00.000000,(-1134.4496318979989-791.5274219125362j),(-3581.2183444579914-791.6801456254433j),(-2361.2550716998235+1333.4918933774115j),(-2358.9743493519377-83.23855805352284j)
2024-11-14T07:01:10.000000,(-592.876852109227-1021.8624369069341j),(-3040.3236925473575-1022.104915509081j),(-1816.5585253716465+1097.815216774533j),(-1816.5863566760772-315.38404521382756j)
2024-11-14T07:01:20.000000,(-670.6354639762678-613.4793001134302j),(-3121.4593846462767-613.4675331504659j),(-1894.494049752634+1503.2156463952037j),(-1895.5296327917263+92.08960437710242j)
2024-11-14T07:01:40.000000,(-463.49778566344355-823.5888058109921j),(-2908.4237544280163-808.190972196316j),(-1672.0260318935264+1302.4338435689397j),(-1681.3158573283285-109.78197814612295j)
2024-11-14T07:01:50.000000,(-168.6845600292923-931.5552681019054j),(-2615.680728882793-927.1329920501165j),(-1386.9618455885252+1189.0439428507973j),(-1390.44237816687-223.21477243374167j)
2024-11-14T07:02:20.000000,(87.39440417352903-876.9985787811153j),(-2358.6745282098973-881.7320075553039j),(-1140.0910712095667+1242.0829581564121j),(-1137.1237317486448-172.21587606000253j)
2024-11-14T07:02:30.000000,(8.954885868777525-824.2776834208262j),(-2441.3427733542567-826.8738650328708j),(-1217.0000051025838+1299.5403565216975j),(-1216.4626308626875-117.20373064399998j)
2024-11-14T07:02:50.000000,(-664.5397987571398-1028.8943449847595j),(-3110.3623978803103-1027.4851120298686j),(-1885.080488012368+1099.7920974698336j),(-1886.660894883273-318.86245318159837j)
2024-11-14T07:03:00.000000,(-616.7181003652845-1015.7655189502536j),(-3065.9970039961145-1014.4074257680757j),(-1839.5286071382832+1108.7197436418494j),(-1840.7479038332274-307.1510670254935j)
2024-11-14T07:03:10.000000,(-553.7635865545351-861.5847054385454j),(-3001.0314922717475-860.1394190136382j),(-1774.3881690684188+1267.9015743274686j),(-1776.3944159649004-151.27418337490505j)
2024-11-14T07:03:20.000000,(-169.7743292300895-598.0086696680522j),(-2613.966674955967-588.3391486086622j),(-1386.363807853428+1531.6418880139238j),(-1390.0349373464946+115.09802324573637j)
2024-11-14T07:03:30.000000,(-1067.0438557269395-674.8151241822619j),(-3517.6538962937407-668.8010418632832j),(-2286.9322257264466+1444.478340848356j),(-2290.5433259157085+33.62072493427017j)
2024-11-14T07:03:40.000000,(45.59769021547231-798.8034908087225j),(-2403.7709776663055-794.7759875608564j),(-1176.4143216008483+1321.10832319946j),(-1178.195869683894-90.8237183900397j)
2024-11-14T07:03:50.000000,(-53.30258240173177-803.8211288022018j),(-2505.681160122925-798.8499200888828j),(-1275.8412255833155+1317.4333399400396j),(-1278.2749893693237-95.0792363170151j)
2024-11-14T07:04:00.000000,(-871.6018892165764-778.5550670642277j),(-3319.2095690398974-771.4665062919211j),(-2090.1904515478545+1346.381181194925j),(-2093.6673032681097-67.88013072040808j)
2024-11-14T07:04:10.000000,(-254.2934784894009-690.5655033575775j),(-2699.9479437483496-681.3793944753457j),(-1470.3125969549587+1438.1448032658664j),(-1474.851339730903+22.066635144314183j)
2024-11-14T07:04:20.000000,(-121.18656999783394-615.346299571561j),(-2571.516917948267-602.3822972981451j),(-1337.0925665783143+1510.1564946281396j),(-1343.265351508138+97.47596591947786j)
2024-11-14T07:04:30.000000,(-950.3540572969706-677.6388956053003j),(-3400.8542935526984-673.1050966382178j),(-2172.291950475959+1449.6644679884118j),(-2174.500100441876+32.97349191496452j)
2024-11-14T07:05:00.000000,(-353.82059781521684-526.5979756425543j),(-2798.9997131616724-528.2600548934811j),(-1582.6356794877636+1604.0044649370934j),(-1578.4853301548842+183.04881146701928j)
