t,a,b,c,n
2024-11-14T07:00:00.000000,(1171.9218778711404-814.4634087314002j),(-1287.9306759431888-820.757476433115j),(-67.59388892678676+1320.7523733094988j),(-61.20089566627827-104.82283728500565j)
2024-11-14T07:00:20.000000,(14.440772283041989-983.6698675039771j),(-2445.821668907983-988.0717590363033j),(-1219.2308441604623+1152.854235962691j),(-1216.870580261801-272.9624635258633j)
2024-11-14T07:00:50.000000,(1159.9352643557052-755.9311427330541j),(-1299.1792346709838-761.1408850488077j),(-77.06742148193341+1378.6001659789338j),(-72.1037972657371-46.15728726764277j)
2024-11-14T07:01:10.000000,(-3070.218903610826-755.8041843873756j),(-5533.462347136157-761.6154761050358j),(-4306.565955250188+1374.7029373368619j),(-4303.41573533239-47.57224105185006j)
2024-11-14T07:01:20.000000,(1159.697177677631-753.6882868495802j),(-1307.0631700443387-759.3145102926454j),(-76.97110128577421+1373.9320990737172j),(-74.77903121749362-46.356899356169535j)
2024-11-14T07:01:40.000000,(1051.102972374434-552.3522931216066j),(-1408.8953992443462-542.3539759564151j),(-169.53249262821723+1583.9665298512182j),(-175.7749731660428+163.08675359106525j)
2024-11-14T07:01:50.000000,(1019.2429460648242-935.146367723411j),(-1443.4564333582584-936.541367258822j),(-211.81561854129006+1196.0683808091112j),(-212.00970194490785-225.2064513910407j)
2024-11-14T07:02:10.000000,(1224.863247442268-777.536268443868j),(-1238.076403123752-777.7754671157298j),(-8.637246458821371+1358.3148856349894j),(-7.283467380101506-65.66561664153618j)
2024-11-14T07:02:20.000000,(1455.607998374382-1322.373610563564j),(-1006.0866444239757-1333.4196438980507j),(215.04977291258652+807.3568904253731j),(221.52370895433114-616.1454546787475j)
2024-11-14T07:02:30.000000,(1071.285352766947-840.5558880298372j),(-1394.9962772156114-848.9030334201761j),(-167.64036800640346+1294.1483704831164j),(-163.78376415168898-131.7701836556325j)
2024-11-14T07:02:50.000000,(1343.0369839157686-808.1535683885934j),(-1118.5458290609122-812.4125713549832j),(109.74816688056632+1331.3338594920042j),(111.41310724514099-96.41076008385761j)
2024-11-14T07:03:00.000000,(1004.4136718808893-562.0801358506684j),(-1460.787677131768-566.3802580528913j),(-231.17968182355455+1573.3041214464909j),(-229.1845623581443+148.28124251431018j)
2024-11-14T07:03:20.000000,(1239.151375157638-788.0476159679142j),(-1220.1921938623404-783.695066282313j),(10.448006656827621+1352.067192541113j),(9.802395984042104-73.2251632363715j)
2024-11-14T07:03:30.000000,(1102.2310176051233-777.3681418642067j),(-1364.1118422321701-776.9841650714496j),(-130.3225674752496+1352.6589414216598j),(-130.73446403409883-67.23112183799898j)
2024-11-14T07:03:40.000000,(1218.6922157612203-815.4528647002588j),(-1246.4490179204317-817.2868159749585j),(-16.154097814223984+1315.1407980709707j),(-14.63696665781163-105.86629420141568j)
2024-11-14T07:04:00.000000,(833.9040808765549-789.3706745960861j),(-1628.875561946565-787.5625288184114j),(-396.80307305269463+1346.0074340641386j),(-397.25818470756803-76.97525645011977j)
2024-11-14T07:04:10.000000,(1926.4856646259523-1046.0109345701796j),(-534.022074604554-1042.2539407036986j),(698.3678395769371+1092.8304085642274j),(696.9438098661119-331.8114889032171j)
2024-11-14T07:04:20.000000,(5527.465798189811-763.8342227065317j),(3062.2847008341378-756.5444496106384j),(4299.248041912019+1371.7653209191596j),(4296.332846978656-49.537783799336786j)
2024-11-14T07:04:30.000000,(1074.0210871810634-831.8386747701547j),(-1392.2554282202216-832.9568691415776j),(-160.67503020623113+1306.297373563068j),(-159.63645708179632-119.49939011622153j)
2024-11-14T07:04:50.000000,(1917.307188714799-773.0461422874835j),(-543.1702408081454-768.839553829366j),(690.463377695561+1381.3392073280431j),(688.2001085340714-53.51549626293555j)
2024-11-14T07:05:00.000000,(987.3509550360682-469.90010300111055j),(-1473.8149488966872-477.2747441956187j),(-254.37785437362967+1671.7068678991182j),(-246.94728274474926+241.5106735674629j)
