t,a,b,c,n
2024-11-14T07:00:00.000000,(137.92208083548186-244.40800030265154j),(-269.88634701708787-0.17641583949320735j),(138.88379761566324+237.52395085956482j),(2.306510478019073-2.3534884275266306j)
2024-11-14T07:00:20.000000,(136.8759719383325-245.76673577161884j),(-270.16417994600937+0.11424679126230865j),(138.9852415885748+236.37412630698296j),(1.899011193632656-3.092787557791191j)
2024-11-14T07:00:50.000000,(137.3044568667347-245.72600200764023j),(-269.71213512313597-0.3932838242122155j),(138.86312399618194+236.7389047430892j),(2.1518152465935514-3.12679369625442j)
2024-11-14T07:01:10.000000,(136.8978776112731-245.70651631453595j),(-269.8741374531681+0.358956607761449j),(139.43050645454866+236.88589302928838j),(2.151415537551222-2.820555559162035j)
2024-11-14T07:01:20.000000,(137.02717442764322-245.833726880657j),(-270.0501341357314+0.23298609599960046j),(139.3307917642505+236.7331934759028j),(2.1026106853874236-2.9558491029182106j)
2024-11-14T07:01:40.000000,(135.99770244983617-246.61205807223558j),(-270.41117280647217+1.263830340272872j),(139.25971372541653+235.93730905144136j),(1.615414456260188-3.1369728935071115j)
2024-11-14T07:01:50.000000,(136.8562368046636-245.45634813800567j),(-269.87346651708975-0.8460129381409951j),(139.0621685491232+237.04278117130588j),(2.014979612232356-3.086526634946937j)
2024-11-14T07:02:10.000000,(136.90412690003325-245.70656423219057j),(-270.2862584985706-0.05475593755720005j),(138.7185974819301+237.0049467774762j),(1.7788219611309148-2.918791130757189j)
2024-11-14T07:02:20.000000,(138.48048842570603-245.75333672693114j),(-270.22996409097874-0.2284867343490233j),(137.70040266639123+236.26458027846658j),(1.9836423337061424-3.2390810609378553j)
2024-11-14T07:02:30.000000,(137.15704170665018-245.85453929677752j),(-270.62264540695537+0.248843755524984j),(139.03608334462433+236.88024336894006j),(1.8568265481063757-2.9084840574374855j)
2024-11-14T07:02:50.000000,(137.16296887774436-244.95207636695883j),(-269.4368154428977+0.5344068779733697j),(140.3978381380292+237.50524287709024j),(2.707997190958593-2.3041422039651005j)
2024-11-14T07:03:00.000000,(137.18727337235222-245.66530406959103j),(-269.8588918849837+0.4327673800933294j),(139.5719111986476+237.0089856191525j),(2.30009756200538-2.7411836901150743j)
2024-11-14T07:03:20.000000,(136.14402702017549-245.35855691439463j),(-269.7958353929497+0.7971570336333624j),(140.11424015410861+236.9729662369084j),(2.154143927111452-2.5294778812842873j)
2024-11-14T07:03:30.000000,(136.7025788985103-246.32935131012758j),(-270.41423881620256+0.21157685790816555j),(138.24430398877323+235.82050006339347j),(1.510881357026967-3.4324247962753103j)
2024-11-14T07:03:40.000000,(137.05927596111226-246.17811718098338j),(-270.2387756561244-0.10973776854724097j),(138.49887238482646+236.28100433551748j),(1.7731242299381045-3.3356168713376904j)
2024-11-14T07:04:00.000000,(136.95103801006442-245.54325130260375j),(-270.12735204303453+0.9490976130350608j),(139.62974175054555+237.02154014734302j),(2.1511425725251674-2.524204514075233j)
2024-11-14T07:04:10.000000,(136.49958713764738-245.74558403074772j),(-270.3338013726371+0.25765295254247206j),(139.30638749494454+236.98559104759087j),(1.824057753318278-2.834113343538116j)
2024-11-14T07:04:20.000000,(136.1838732989272-246.026752160444j),(-270.0986993147052+0.5054313441103357j),(140.30055933652906+236.65717372702701j),(2.128577773583695-2.9547156964355477j)
2024-11-14T07:04:30.000000,(136.60793307106286-246.19506007753594j),(-270.31889428353475+0.15338434925776007j),(139.3434915668117+236.43334850266763j),(1.8775101181132505-3.2027757418701914j)
2024-11-14T07:04:50.000000,(135.91600500028576-244.78574068406567j),(-269.4659300877094+1.5197321153178565j),(142.04643177271342+237.8389241976125j),(2.832168895096593-1.8090281237117656j)
2024-11-14T07:05:00.000000,(137.8548786203347-246.4203696945252j),(-270.2498225409536-0.38985549025800686j),(137.84659286187548+236.4000895571961j),(1.8172163137522053-3.4700452091956975j)
