t,a,b,c,n
2024-11-14T07:00:00.000000,(-203.34066252688208-930.1944220624287j),(-2586.776166689538-895.9303427284326j),(-1377.2356460068095+1198.8849887581027j),(-1389.1174917410763-209.0799253442529j)
2024-11-14T07:00:20.000000,(123.68428341622312-1967.7120969794353j),(-2258.0618892913403-1924.6708639923227j),(-1044.574490436943+166.22379064425684j),(-1059.6506987706866-1242.0530567758342j)
2024-11-14T07:00:50.000000,(674.3999345890046-1875.2605403859118j),(-1705.5714108338805-1836.3091125141502j),(-495.3610121931519+258.11864296790037j),(-508.8441628126758-1151.150336644054j)
2024-11-14T07:01:10.000000,(375.044895282185-1821.9064556898609j),(-2006.4410440808906-1778.9661684042374j),(-791.320356525567+313.64804703021525j),(-807.5721684414242-1095.741525687961j)
2024-11-14T07:01:20.000000,(800.5677167543467-1234.727090707545j),(-1582.015506164258-1191.6235402989978j),(-367.29708337713777+900.6302300156673j),(-382.91495759568284-508.5734669969587j)
2024-11-14T07:01:40.000000,(561.928219208353-1239.6452058088908j),(-1819.4926965837622-1185.9654494032552j),(-601.0158228659593+900.7758223475546j),(-619.5267667471228-508.27827762153055j)
2024-11-14T07:01:50.000000,(628.7425805856632-1706.1547709134848j),(-1751.9721443394003-1671.4347665943656j),(-538.422988900796+424.847774887034j),(-553.8841842181777-984.2472542069391j)
2024-11-14T07:02:10.000000,(737.8532163747849-1718.590680862816j),(-1644.3469766322632-1677.7127807620586j),(-432.0364258919891+416.62949584154217j),(-446.17672871648904-993.224655261111j)
2024-11-14T07:02:20.000000,(823.6484577743048-1404.8189907367976j),(-1559.8069602452156-1362.9828521976303j),(-358.2248941514415+727.883387765235j),(-364.794465540784-679.9728183897311j)
2024-11-14T07:02:30.000000,(1100.4452643847235-1060.1879010631299j),(-1285.135159275896-1016.8882655403357j),(-70.71000113167045+1076.262589710343j),(-85.13329867428095-333.604525631041j)
2024-11-14T07:02:50.000000,(439.1197519016886-1461.9494444973964j),(-1944.1793729442109-1421.3287960507894j),(-724.7162413777835+672.6367759458853j),(-743.2586208067687-736.8804882007671j)
2024-11-14T07:03:00.000000,(964.3772512115839+582.3667178572508j),(-1418.865063015784+625.7720574653548j),(-203.07650585163583+2719.0636473785244j),(-219.18810588527853+1309.0674742337103j)
2024-11-14T07:03:20.000000,(194.28121012486739-1411.9998708929995j),(-2187.402026304121-1366.8981171820096j),(-965.166627313871+724.0970024240855j),(-986.0958144977083-684.9336618836414j)
2024-11-14T07:03:30.000000,(633.5634436720793-812.7717978637277j),(-1747.9442297163482-765.1273335527974j),(-536.3329473662011+1323.7195758224525j),(-550.2379111368232-84.72651853135757j)
2024-11-14T07:03:40.000000,(836.2793246963683-1604.2935595930066j),(-1546.1520779079008-1560.2588400975121j),(-334.5236477322671+531.7883974723738j),(-348.132133647933-877.5880007393819j)
2024-11-14T07:04:00.000000,(145.93806159831658-1316.6106341995917j),(-2238.416475687419-1270.7200622331693j),(-1021.0014119236492+820.6136228660844j),(-1037.8266086709168-588.9056911888924j)
2024-11-14T07:04:10.000000,(844.4900513442146-1199.007996142541j),(-1538.5854725286822-1156.4399644518628j),(-321.0823011900438+937.2241615166549j),(-338.392574124837-472.74126635924983j)
2024-11-14T07:04:20.000000,(792.3696941073543-1526.7407729512015j),(-1591.2057543804424-1481.0147734370166j),(-367.66239367988817+610.869285580904j),(-388.83281798432535-798.9620869357716j)
2024-11-14T07:04:30.000000,(644.3406166122453-1467.4413958255882j),(-1739.1158472385118-1422.6774941014119j),(-521.6081818112172+669.8283246675268j),(-538.7944708124944-740.0968550864915j)
2024-11-14T07:04:50.000000,(680.2971120382766-1643.0467091350224j),(-1704.305568641175-1598.2663253125982j),(-471.49898109404+493.83612979100036j),(-498.5024792323125-915.8256348855404j)
2024-11-14T07:05:00.000000,(966.5318610762039-1622.225852667491j),(-1416.8763471116022-1580.1070182845124j),(-211.11231261416148+514.5643394336835j),(-220.48559954985305-895.9228438394401j)
